CompanyID,Name,MovieID,Studio,Num_Workers,CreatedIn
6292,Universal,110598,Universal Pictures,6203,2013
16968,Vera Films S.p.a.,26451,Universal Pictures,2741,1958
8735,Kathbur Pictures,9372,Warner Bros,7719,1977
28230,DeMille Pictures Corporation,49633,Universal Pictures,5557,1976
17863,Otis Productions,44695,Sony Pictures,4919,1925
8730,Renown Pictures Corporation,13188,Warner Bros,5899,1997
19368,George Minter Productions,13188,Sony Pictures,6017,2012
89600,County Natwest Ventures,12651,Universal Pictures,3705,2015
89601,British Satellite Broadcasting (BSB),12651,Warner Bros,6721,1997
4689,gadd productions corp.,27554,Universal Pictures,5719,1939
79710,Didion-Dunne,27554,Warner Bros,9954,1969
5773,Synthetic Fur Productions,26973,Universal Pictures,2542,1928
70472,Toho Eizo Co.,38582,Sony Pictures,9586,1995
3078,HBO Pictures,9542,Sony Pictures,9348,1933
12413,NWR Film Productions,37696,Universal Pictures,6562,1942
930,Lone Star Corporation,47653,Warner Bros,8824,1967
8781,New Line Productions,20676,Paramount,4400,2017
3381,Wayne-Fellows Productions,17761,Sony Pictures,6649,1999
53413,80 Days Productions,10204,Sony Pictures,4706,2001
53414,Spanknyce Films,10204,Paramount,8561,1975
53416,Fitzwilliam Productions,10204,Universal Pictures,4365,1959
1404,Samaha Productions,3515,Warner Bros,4844,2016
52723,Inside Track Productions,8981,Universal Pictures,1487,1988
80272,Scorpio Films,8981,20th Century Fox,81,1958
67253,Gone North Productions,12153,Sony Pictures,764,1993
1043,Revere Pictures,1944,20th Century Fox,8005,2005
866,Pathé Renn Productions,1997,Sony Pictures,9281,1962
7396,Pathe,1997,Sony Pictures,458,2016
19238,Two Brothers Productions,1997,20th Century Fox,7396,1950
85975,parallax projekt (innocence) ltd.,205481,20th Century Fox,8088,1989
1515,Will Vinton Studios,21386,Universal Pictures,7790,2019
15257,CBS Television Studios,21386,20th Century Fox,7714,1922
2280,Les Films des Tournelles,24908,Universal Pictures,5081,1923
7825,Les Films en Hiver,24908,Universal Pictures,1177,1946
10031,Morena Films,25783,Universal Pictures,5486,2021
14914,HBO Documentary,25783,Sony Pictures,8948,2008
50800,Pentagrama Films,25783,Sony Pictures,832,2020
71379,Media Produccion,25783,20th Century Fox,5350,1946
55250,Spierigfilm,8991,Sony Pictures,2229,2019
8919,Bill McCutchen Productions,44691,20th Century Fox,6856,1966
678,Turner Network Television,3293,Sony Pictures,1228,1979
1364,St. Nick Productions,3293,Warner Bros,2456,1955
60546,RCS,10448,Warner Bros,2857,1965
8832,Noelle Entertainment Limited,14365,20th Century Fox,2814,1980
7510,National Filmi Oy,29383,Sony Pictures,2774,1961
95337,New Pictures Group,10606,Sony Pictures,2585,1926
23537,Sellers-Edwards productions,6081,Universal Pictures,8454,1949
2514,Alliance Films,12577,Paramount,4911,1969
6431,Northern Lights,36561,20th Century Fox,6350,1966
12096,Mandarin Films,36561,Paramount,7906,2012
17647,Felicia Film,36561,Paramount,3196,1959
26508,TNT Film Productions,36561,20th Century Fox,6628,1924
13323,Little Bird Productions,49814,Sony Pictures,1251,1989
77787,Jolyon Symonds Productions Ltd.,49814,20th Century Fox,2939,1977
11474,Franfilmdis,44494,Paramount,694,1963
11475,Argui-Film,44494,Sony Pictures,6001,1990
10705,Lion International,15484,Warner Bros,4272,1951
602,DEFA,36672,20th Century Fox,4370,1998
1074,Cofimage 9,2330,20th Century Fox,3138,1996
79076,Studio Image 4,2330,Sony Pictures,8738,2001
1075,Europa Corp,2334,Warner Bros,8714,1993
24035,Tokyo Godfathers Production Committee,13398,Warner Bros,3432,1959
1250,Euro-International Film,2912,Sony Pictures,7975,1976
12274,Dore Schary Productions,43466,Universal Pictures,1210,1930
4263,Afton-Linebrook,23724,20th Century Fox,4362,1959
44698,Producciones Gustavo Alatriste,29264,20th Century Fox,8437,1966
8734,Fellowship Adventure Group,1777,Paramount,2298,1921
65327,Autumn Pictures,54022,Sony Pictures,4511,2010
10351,IAC Film,161080,Paramount,2816,1971
55576,Erre Cinematograsica S.r.l.,30876,Paramount,1601,1991
326,Laura Ziskin Productions,558,Warner Bros,2497,1968
11509,Warner Independent Pictures (WIP),80,20th Century Fox,5694,1978
19098,Green Hills Productions,9477,Paramount,4359,1957
10105,Apatow Productions,8699,Warner Bros,7546,1935
46051,Clifford Werber Productions,11247,Sony Pictures,8360,2007
19355,Canlaws Productions,2048,Paramount,3546,2006
77598,First Company,43004,20th Century Fox,1766,1997
14380,Gina Production,46495,Paramount,4987,1946
29386,Zeeuwse Maatschappij N.V.,45874,Sony Pictures,2964,1993
5015,Perlsea Company,30054,Paramount,1722,1947
5766,ARTE,39770,20th Century Fox,9444,2008
10051,GMT Productions,39770,Warner Bros,1505,1985
18540,Unité Fiction,39770,20th Century Fox,6595,1964
1713,Adel Productions,58925,Warner Bros,7076,1952
11346,Motion Picture THETA Produktionsgesellschaft,2502,Universal Pictures,4028,1979
11347,Ludlum Entertainment,2502,20th Century Fox,2521,1969
52945,Frantic Films,314,20th Century Fox,8359,1965
52946,Maple Shade Films,314,Sony Pictures,417,1954
52947,Catwoman Films,314,Paramount,3226,1960
1882,Outov Productions,5228,Warner Bros,3424,1977
61336,T.E.M. Productores S.A.,46767,Warner Bros,6823,1996
10621,Office de Radiodiffusion Télévision Française (ORTF),55848,Sony Pictures,3862,1974
27472,Gerico Sound,55848,Sony Pictures,6341,1924
77446,Season,42525,Paramount,6035,1924
77447,Seamaster Films,42525,Paramount,2247,1941
10559,Koch Media,62395,20th Century Fox,4961,1953
60681,Astral Productions,47615,Universal Pictures,950,1984
77318,Atomic Productions Inc.,47615,Paramount,242,1978
1787,Central Cinema Company Film,39209,Sony Pictures,2820,1936
12147,Kingston Film Productions Ltd.,39209,Paramount,5230,1970
24399,Brigand Films,20876,Warner Bros,1000,1968
4332,Vanadas Productions,24559,Universal Pictures,6729,1928
6111,Arte France,78208,20th Century Fox,3656,1993
57485,Azor Films,78208,Warner Bros,5088,1934
76893,Conseil Général de Loire-Atlantique,78208,Warner Bros,307,1948
58353,Erre Produzioni,41925,Universal Pictures,1271,1972
84668,Rastar/Leider-Shapiro,37019,20th Century Fox,700,1944
57974,Map Films,36709,Sony Pictures,2475,2004
57975,Sunrise Pictures Company,36709,20th Century Fox,9164,2000
57976,Vincent Ward Films,36709,Paramount,3209,2010
10718,Frank Lloyd Productions,43785,Warner Bros,447,1947
642,S.G.C.,1040,Paramount,5351,1942
18768,Willow Tree,42604,Sony Pictures,5452,2019
14963,Panpiper Productions,24214,Paramount,7750,1922
3167,World Film Services,42469,20th Century Fox,610,1952
15120,Tigon Pictures,42469,Paramount,8431,1990
17219,S.F.P.C.,119623,Sony Pictures,8446,1988
1159,Argyll Film Partners,1783,Sony Pictures,5149,2009
1160,Gummshoe Productions,1783,Sony Pictures,3421,1936
1161,Integrity Partners,1783,20th Century Fox,3091,2000
1162,Pray For Rain Pictures,1783,Sony Pictures,6894,1986
1041,Sacis,17238,Warner Bros,9947,1986
12110,Hemdale Group,17238,Sony Pictures,5448,1953
34471,Callender Company,17238,Paramount,762,1927
34472,Tangram Film,17238,Paramount,3506,1964
4593,Artists Alliance,26814,Paramount,6997,1979
13709,Albert Zugsmith Productions,43116,20th Century Fox,4456,1975
71953,Robson Street,39269,Paramount,7699,1989
4162,Compact Yellowbill,22976,20th Century Fox,3927,2020
4163,Tambarle,22976,20th Century Fox,3572,1941
14553,World Enterprises,45608,Sony Pictures,5701,1952
3992,Hecht Co.,21619,Warner Bros,4162,1969
3993,Red Hen Productions,21619,Sony Pictures,4615,1990
26194,FR3 Films Production,12627,Sony Pictures,4956,2002
27124,Pierre Grise Productions,12627,20th Century Fox,5473,1965
32520,George Reinhart Productions,12627,20th Century Fox,8796,1971
13708,Acteurs Auteurs Associés (AAA),86404,Paramount,5027,1993
3760,King Brothers Productions,18671,Paramount,2728,2006
1586,Sascha-Verleih,4201,Sony Pictures,8825,1985
14961,Coronet Film,39868,Universal Pictures,4991,1940
15064,Leisure Investment Company,39868,Universal Pictures,7379,1943
2781,Salem Films Limited,13580,Paramount,891,1967
12362,Tracy Films,14623,Universal Pictures,4088,1932
6141,Century 21 Television,35780,Paramount,1854,1983
52451,Associated Television (Overseas) Limited,35780,20th Century Fox,8971,1924
15641,Associated Television International,25361,Sony Pictures,4399,1937
4264,Northcroft Films,23750,Warner Bros,9705,1994
4265,Exterminating Angel Productions,23750,Sony Pictures,4996,1956
32312,Four Horsemen Films,44289,Paramount,7168,1973
78208,Inter Allianz Film,38837,Paramount,6707,1951
14897,Melvin Frank Production,17768,Sony Pictures,1622,1947
2779,Blue Star Pictures,14846,Paramount,6290,2005
62452,Filmmakers,33333,Universal Pictures,5016,1964
14754,Films du Camélia,41975,Universal Pictures,9635,1947
3198,Fun and Happiness,16606,Paramount,306,1984
19828,Lonlink Productions,395,Paramount,177,1989
19829,Kut Productions,395,Universal Pictures,9624,1994
19834,Inside Track Films,395,Paramount,6917,1961
19835,Charenton Productions Limited,395,Paramount,7904,1952
76043,Revolution Sun Studios,395,Sony Pictures,2255,1935
1450,Front Street Productions,23601,Warner Bros,8563,1932
36452,Dominion Productions,11026,Universal Pictures,4429,1940
43292,Ted Richmond Productions,8745,Sony Pictures,8117,1978
2258,Four-Leaf Productions,7506,Warner Bros,6327,1966
5735,Prism Entertainment,40087,Paramount,9758,1958
851,MEDIA Programme of the European Union,46831,Paramount,4374,2007
3494,Cookout Productions,18475,Sony Pictures,8360,1962
2770,Allied Film Production,13559,Paramount,7131,1946
7002,Trimod Films,42694,20th Century Fox,2421,1956
13427,Prism Entertainment Corporation,124029,Sony Pictures,5066,1922
5009,Cornice Entertainment,29979,Warner Bros,6352,1995
16750,Paisley Park Films,41762,Sony Pictures,6432,1926
42000,Peg-Films,12548,Universal Pictures,6589,1977
5328,Ivan Tors Productions,19893,Sony Pictures,6502,1939
14375,Twin Roads Productions,42264,Paramount,6442,1998
8634,Meridian Productions,24924,Paramount,4846,1984
17951,Paragon Arts International,24924,20th Century Fox,2491,1993
53530,Constantin Film Ltd.,1577,20th Century Fox,1067,1933
33402,Criminal Films Inc.,14198,20th Century Fox,4551,1998
57094,Salty Features,288952,Warner Bros,3097,2017
57095,Straw Stories,288952,20th Century Fox,5844,1968
57096,Granny Was an Outlaw Productions,288952,Warner Bros,4300,2008
1668,Riff Raff Film Productions,5137,20th Century Fox,5997,2014
10671,Blue Flower Productions,5137,Warner Bros,8435,1993
10672,Brooklyn Films II,5137,Sony Pictures,7441,1956
324,Flach Films,2003,Sony Pictures,2496,1925
1071,Spice Factory,18804,Paramount,7173,1925
16105,Dakota Films,18804,Warner Bros,1449,1947
3380,Spirit Dance Entertainment,13969,Universal Pictures,6345,2021
30833,Visual Arts Entertainment,10145,Paramount,3737,1997
59952,"Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)",26486,Sony Pictures,7914,1932
59955,Burro Productions,26486,Warner Bros,6177,1932
6638,Inca Films S.A.,1653,20th Century Fox,602,1929
9962,BD Cine,1653,Universal Pictures,5593,1999
17469,Tu Vas Voir Productions,1653,Sony Pictures,8971,1958
19027,Sahara Films,1653,Paramount,2610,2018
443,Big Talk Productions,747,Warner Bros,5158,1998
53047,De Wolfe Music,747,Universal Pictures,4316,1942
53048,Inside Track 2,747,Warner Bros,4995,1956
39958,Great Movie Ventures,71140,20th Century Fox,9035,1927
41955,Oscar Dancigers Production,54979,Paramount,5734,2009
94728,Johanna,42600,Warner Bros,8366,1979
13733,the filmgroup,31655,Sony Pictures,8416,2005
4701,American Independent Productions,27498,Paramount,2601,1924
10899,Due West,1492,Sony Pictures,3898,2017
10900,Cyrkfilms,1492,Warner Bros,3506,1946
10902,Spanish Ministry of Culture,1492,Paramount,2808,1938
53987,Fantail Films Inc.,11128,Sony Pictures,3805,1962
3235,Brookwell-McNamara Entertainment,14024,20th Century Fox,3692,1962
15312,ChickFlick Productions,14024,20th Century Fox,8169,1954
446,Thinkfilm,14337,Warner Bros,1710,2003
25918,Eulogy Productions LLC,16358,Paramount,8279,1974
25919,Ovation Entertainment,16358,Universal Pictures,5636,1980
93114,Elementfilm A/S,29445,Paramount,3626,1966
6120,Richard St. Johns Productions,23739,20th Century Fox,6508,2021
11580,Cross Country,21241,Sony Pictures,9550,1996
1303,Cadre Films,3053,Universal Pictures,6175,1975
21719,Chilton Films,28356,Warner Bros,2973,2001
3497,Corporation Image M & M,18499,Universal Pictures,2758,1937
3499,Societe Radio Cinema,18499,Warner Bros,4221,1984
25513,Sofinergie 1,41936,Universal Pictures,8472,2015
29654,AB Films,41936,Warner Bros,2800,1972
23438,Friday Night Lights LLC,13416,Warner Bros,7526,2008
23439,MDBF Filmgesellschaft mbH & Company KG,13416,Universal Pictures,7981,2004
15106,Riding the Bullet Production,12483,Universal Pictures,2854,2010
51854,Spin Prods. LLC,184530,Warner Bros,5494,1930
768,Ghost House Pictures,1970,20th Century Fox,891,1920
829,Vertigo Entertainment,1970,Universal Pictures,5625,2002
830,Senator International,1970,Paramount,7560,2015
4710,Fellah Pictures,1970,Sony Pictures,6455,1927
57751,Patalex Productions,8849,Warner Bros,3584,1938
1187,Michael London Productions,9675,Warner Bros,7907,1974
12157,Sideways Productions Inc.,9675,Sony Pictures,657,1935
7302,Filmax Entertainment,4553,20th Century Fox,7444,2018
52107,ICF,4553,Sony Pictures,4668,1985
289,Ingenious Film Partners,11109,Universal Pictures,4010,1931
8763,Inside Track 1,11109,Sony Pictures,4307,2012
20456,National Lottery through UK Film Council,11109,Warner Bros,5662,1993
52724,Film Council Premiere Fund,11109,Sony Pictures,251,1981
52725,Untitled 03,11109,Paramount,6609,2005
8583,Minds Eye Entertainment,48678,Universal Pictures,5181,2017
85999,absolutely productions,202587,Sony Pictures,1414,1977
86000,stella street ltd.,202587,Warner Bros,801,1940
2061,Twisted Pictures,176,Universal Pictures,7595,1956
55405,Saw Productions Inc.,176,Warner Bros,5394,1924
2233,Bristol Bay Productions,1677,20th Century Fox,1255,1989
2234,Baldwin Entertainment Group,1677,Paramount,9562,1951
8833,Anvil Films,1677,20th Century Fox,3937,1986
54030,Academy Films,10740,Paramount,1380,1929
54031,March Entertainment,10740,Sony Pictures,8672,1988
892,Qwerty Films,11184,Universal Pictures,7569,2007
134,Rogue Pictures,11249,Sony Pictures,4733,2003
1836,Contrafilm,10589,Paramount,2324,1981
1838,Firm Films,10589,Paramount,7573,1956
11357,Atlantic Television,9801,Paramount,3415,2014
560,Film Colony,866,Warner Bros,1313,1966
1569,Yash Raj Films,4251,Universal Pictures,4286,2000
19097,Junction Entertainment,2059,Sony Pictures,4349,1968
8921,United Plankton Pictures,11836,Sony Pictures,3783,1943
54997,WR Universal Group,1966,20th Century Fox,1715,2001
18720,Robert Stone Productions,174787,Paramount,910,1945
4492,P%C3%A9riph%C3%A9ria,26347,Paramount,894,1974
4493,Télévision Suisse Romande,26347,Paramount,186,1926
12202,WV Films III,163,Sony Pictures,5797,1997
8851,Shawn Danielle Productions Ltd.,36648,20th Century Fox,6544,1960
42209,Peter Frankfurt Productions,36648,Warner Bros,5836,1921
5533,Jerry Lewis Productions,15788,Universal Pictures,9395,1949
3865,York Pictures Corporation,15787,Warner Bros,9220,2000
15122,Patti Enterprises,24062,Sony Pictures,8810,1939
52766,Seven Hills Pictures,43670,Paramount,6250,1975
52767,Cinealpha KG,43670,Universal Pictures,8375,1993
8922,Turner Entertainment,77448,Sony Pictures,2111,1943
615,Nord Ouest Production,8424,Sony Pictures,4428,1931
12599,Bernhard-Vidor Productions Inc.,50085,Sony Pictures,3780,2010
34578,Aquifilm,30996,Universal Pictures,8368,1934
64522,Victorious Films,44375,Universal Pictures,6172,1992
29749,Jesse L. Lasky Feature Play Company,70368,20th Century Fox,1845,2001
12973,Projektions A-G Union (PAGU),2972,20th Century Fox,4363,1967
38154,Maurice Tourneur Productions,71065,Warner Bros,8237,1980
70279,Metro Pictures,992,Universal Pictures,4890,1990
410,Sovkino,697,Universal Pictures,3776,1947
4903,Nero Films,905,Universal Pictures,309,2019
8994,Films Jean Epstein,28189,20th Century Fox,1291,1922
28472,Gloria Swanson Pictures,42538,Sony Pictures,1893,1935
85822,Luis Buñuel,626,Paramount,5827,1955
1965,Vicomte de Noailles,5729,20th Century Fox,9754,1923
37929,Les Établissements Jacques Haïk,48365,Universal Pictures,2330,2018
85869,Ramón Acín,91,20th Century Fox,9197,1928
13892,RKO Pathé Pictures,56724,Warner Bros,7846,1931
4977,Larry Darmour Productions,43148,Universal Pictures,4617,1993
17738,Majestic Pictures,43148,Warner Bros,9350,1963
11476,Jean-Louis Nounez,43904,Universal Pictures,9784,1985
4114,Lone Star Production,49640,20th Century Fox,8622,1938
4603,Edward Halperin Productions,23389,Sony Pictures,1305,1932
4604,Victor Halperin Productions,23389,Paramount,6512,1974
14197,British National Films,55207,Warner Bros,1708,2016
21633,Ernst Lubitsch Productions,43799,20th Century Fox,2698,1984
4217,War activities committee of the motion pictures industry,23336,Sony Pictures,3421,2011
6308,U.S. Office of War Information,41355,20th Century Fox,3479,1989
9386,First Motion Pictures Unit US Army Air Forces,41355,Warner Bros,9822,1922
3257,International Pictures,17136,Paramount,4910,1944
26497,TsOKS,9797,20th Century Fox,7670,1971
14273,Jean Renoir Productions,45219,Universal Pictures,2982,1935
14274,Loew-Hakim,45219,Sony Pictures,5136,1962
4995,International Pictures (I),44041,20th Century Fox,9828,1975
54849,Societa Cooperativa Alfa Cinematografica,43469,Sony Pictures,6699,1987
15957,Roy Del Ruth Productions,43452,Universal Pictures,8169,1927
605,Rampart Productions,946,Paramount,5033,1999
33449,Films du Palais Royal,4558,Paramount,2571,1963
47820,Andre Paulve Film,4558,Universal Pictures,2752,1957
511,Ultramar Films,800,Sony Pictures,68,1942
10852,Wald/Krasna Productions,24003,20th Century Fox,2619,1925
9303,Shintoho Film Distribution Committee,43364,Universal Pictures,833,1962
21195,Koi Productions,43364,Warner Bros,9948,1963
5110,Michael Balcon Productions,24381,Sony Pictures,464,1999
1477,Franco London Films,45213,Paramount,8605,1999
77138,"Intl Union of Mine, Mill & Smelter Workers",23620,Universal Pictures,1153,1942
77139,Independent Production Company (IPC),23620,Paramount,4941,1935
1321,Transcona Enterprises,3111,Sony Pictures,5359,2019
53220,Sevilla Films,44026,Paramount,1221,1995
53221,Filmorsa,44026,Universal Pictures,9940,2020
53222,Cervantes Films,44026,Sony Pictures,8684,1928
513,Cosmo-Films,803,Warner Bros,6458,2001
12982,Suomen Filmiteollisuus,36439,Universal Pictures,4795,1928
4076,Associated Dragon,22334,20th Century Fox,4611,2004
5077,Amalgamated Productions,29347,Universal Pictures,8222,1977
14049,Producers Associates,29347,Sony Pictures,6686,1984
13999,Avon Productions (II),15697,Universal Pictures,2639,1978
14047,Roger Corman Productions,29071,Warner Bros,9745,1942
5695,Carmel Productions,54541,Warner Bros,5772,1988
18651,Bartlett-Champion Productions,54541,20th Century Fox,772,1938
18653,Delta Enterprises Inc,54541,Paramount,891,1954
38536,El Monte Productions,43119,Sony Pictures,2397,2016
14916,Brynaprod S.A.,42661,Sony Pictures,695,1974
1292,Compagnie Jean Renoir,43101,Paramount,8265,2001
11735,Robert E. Kent Productions,58997,Warner Bros,3322,1959
7933,Compagnie Cinématographique de France,690,Warner Bros,56,1933
7312,Carousel Productions (II),18449,Universal Pictures,3751,2003
12201,Pathé-America Distributing Company,18449,20th Century Fox,9513,1932
32994,Monmouth,33710,20th Century Fox,5680,1972
32995,Diane Productions,33710,20th Century Fox,2606,1999
32996,Jason Films,33710,Universal Pictures,3004,2014
32997,Monica Corp.,33710,20th Century Fox,7437,1958
3266,Otto Preminger Films,17185,Paramount,6838,2018
44751,Vision Associates Productions,109667,Universal Pictures,9841,2003
44752,Lisa and David Company,109667,Paramount,9908,1984
12354,Fairway International Pictures,31287,Universal Pictures,9303,1975
13867,British Lion-Columbia Distributors,16103,20th Century Fox,4711,1959
14091,Arcola Pictures,11085,Paramount,3851,1965
1399,Fair Film,24188,Paramount,5683,1996
12473,Incei Film,24188,Paramount,7463,1926
12989,Sancro Film,24188,Universal Pictures,1213,1964
11275,Cinerama Productions Corp.,28367,Sony Pictures,1331,1941
21078,Interopa Film,21135,20th Century Fox,8237,1926
8466,Morgan-Steckler Productions,31383,Paramount,9450,2003
1795,Corona Filmproduktion,25253,Sony Pictures,352,1971
8485,Ultra Film - Sicila Cinematografica,25253,20th Century Fox,8997,2020
60981,Perlberg-Seaton Productions,37684,20th Century Fox,4309,2019
3861,Paramount Film Service,15421,Paramount,5813,1987
10044,Revue Studios,24229,Paramount,9468,1989
1516,Kindai Eiga Kyokai,3763,Universal Pictures,8230,1986
1347,Aubrey Schenck Productions,7348,Sony Pictures,7625,1922
15094,Lasky-Monka,28504,Sony Pictures,9475,1977
1603,Les Films du Siècle,151138,Paramount,6028,1986
12300,Deutsche Fox AG (Defa),151138,20th Century Fox,9139,2019
37984,Productions et Éditions Cinématographique Français,151138,Paramount,6140,1973
14840,Orchard Productions,23574,20th Century Fox,8204,1928
78546,Svenska Ord,17091,20th Century Fox,8233,1973
3280,Igor Film,17295,Paramount,5730,1999
10207,Casbah Film,17295,Warner Bros,6561,1970
5173,Warner Bros. Home Video,13187,Sony Pictures,3412,1935
60449,Kappa,23194,20th Century Fox,9696,1931
3220,Benton Film Productions,16850,20th Century Fox,2062,2021
15418,Daystar Productions,59802,Warner Bros,1150,1939
38188,Contempo III Productions,59802,Universal Pictures,9057,1972
11971,Jerry Bresler Productions,29715,Warner Bros,5154,1950
38111,Proteus Films,60555,Warner Bros,5665,2013
71947,Harrell,42731,20th Century Fox,9562,1940
1188,William Dozier Productions,2661,Sony Pictures,4552,1922
1189,Greenlawn Productions,2661,Warner Bros,7673,1940
20412,Douglas & Lewis Productions,20379,Universal Pictures,4637,2011
16628,Julian Blaustein Productions Ltd.,29710,Paramount,9274,1947
14102,Union Film Company,104237,Warner Bros,6087,1924
4067,Norm-Iris,22293,Warner Bros,1205,1990
5850,Belvision,11047,Universal Pictures,9342,1988
5851,Dargaud Films,11047,Sony Pictures,1046,1992
39,Docurama,135,Warner Bros,9677,1966
11656,Producciones Panicas,33257,Warner Bros,5259,2004
38851,Moned Associated,66043,Sony Pictures,2595,1939
8425,Marvin Schwartz Productions,27277,Universal Pictures,3750,1957
33934,Petersham Pictures,42634,Warner Bros,6815,1956
39856,Desilu Productions,27983,Sony Pictures,5034,1977
60537,Walden Productions,27983,Warner Bros,403,1936
24687,Sancro International Film,49397,Paramount,2368,1961
96028,Produzione Esecutiva Cinematografica (PEC),49397,20th Century Fox,8980,2011
21145,Alsid Productions,38096,Paramount,2569,2014
21146,Francis Productions,38096,Warner Bros,5477,2016
1939,FFD,48831,Universal Pictures,4653,1951
21466,Simar Films,48831,20th Century Fox,8296,1981
76821,Two World Entertainment,48831,Paramount,2134,2015
76822,Les Films des deux mondes,48831,Sony Pictures,949,2006
1427,Commonwealth United Entertainment,24152,Universal Pictures,8765,1940
18168,Grand Films Limited,24152,Paramount,512,2008
2419,Katzka-Berne Productions,1846,Sony Pictures,1551,1952
52105,Jet Films,21323,Warner Bros,765,1986
16125,Duo Films,5928,Sony Pictures,5380,1925
62958,Yonki-no-Kai Productions,33205,Paramount,7224,2011
7679,West End Productions,42589,Paramount,3661,1985
7001,Isabelle Films,42528,Warner Bros,9230,1951
49800,SATPEC,42528,Sony Pictures,261,1983
10845,Lenfilm,20848,Sony Pictures,7406,1945
18436,Russo Productions,31767,Warner Bros,803,1981
26727,Universal Television,839,Sony Pictures,3800,1924
537,Universal TV,25109,Warner Bros,3272,1930
40413,World Entertainment,16328,Universal Pictures,485,1993
18039,Scimitar Films,42500,Paramount,9477,1998
35298,The Jessica Company,16154,Universal Pictures,9020,2001
4241,West Film,9394,20th Century Fox,4979,1968
11745,Office national du film du Canada (ONF),74689,20th Century Fox,2010,1997
15752,Aries Productions,36850,20th Century Fox,4322,2011
20458,Elkins Productions International Corporation,36850,Warner Bros,5863,2013
2404,Yeah,5822,Sony Pictures,1774,1981
4951,Independent International Pictures (I-I),122677,Universal Pictures,8427,1979
13981,Tal Productions,122677,Universal Pictures,1544,1996
93566,E&R,121923,Universal Pictures,2029,2003
16641,Acrobatic Motion Works West,89417,Universal Pictures,5478,1921
71370,Weston Productions,23148,20th Century Fox,4103,2008
71371,Jobete Productions,23148,Universal Pictures,8487,1978
71372,Sidney J. Furie Productions,23148,Sony Pictures,7210,1995
18201,Talent Associates,87417,20th Century Fox,8625,1944
55890,Norton Simon Inc.,87417,Universal Pictures,7259,1987
22358,Les Films Gibé,11378,Warner Bros,334,1961
459,Les Films Pomereu,760,Paramount,5133,1995
460,Horse Film,760,Paramount,4044,1990
16670,Société Nouvelle de Cinématographie (SNC),760,Paramount,8541,1974
1901,University of Southern California,1410,20th Century Fox,950,1957
8441,Jack H. Harris Enterprises,1410,Universal Pictures,1509,2015
34977,Latglen Ltd.,86889,20th Century Fox,2971,1962
5772,Inter Hemisphere,31943,Sony Pictures,2583,1989
4911,Wakeford / Orloff,29142,Warner Bros,6629,1972
1639,Les Films Jacques Leitienne,9474,Warner Bros,855,2010
3602,Rialto Film Preben-Philipsen,9474,Paramount,7645,2018
12726,Alcinter,9474,Paramount,2278,1940
4629,Sequoia Pictures,27084,Paramount,1971,1939
94734,Blackfern,31596,Universal Pictures,5022,1938
14239,Alced Productions,59189,Sony Pictures,2437,1952
17348,Cirandinha Productions,38714,Sony Pictures,2046,1982
93399,Bokari,62330,Sony Pictures,4875,1987
4819,Cineman Productions,28498,Sony Pictures,5332,1979
23846,Harbour Productions Limited,28498,Paramount,2553,1938
48934,Shaw Brothers (HK) Ltd,21964,Warner Bros,154,1947
23968,Verenigde Nederlandsche Filmcompagnie (VNF),21035,Paramount,6912,1941
41310,Won World,32044,Sony Pictures,8680,1970
41311,Spelling Goldberg,32044,Paramount,1571,2007
17966,Royce Smeal Film Productions,62761,Sony Pictures,1401,1982
17967,Salt-Pan,62761,20th Century Fox,2748,1981
1526,Flaminia Produzioni Cinematografiche,25627,Warner Bros,3662,2013
4964,Star Films S.A.,25627,20th Century Fox,558,1948
6210,", Flaminia Produzioni Cinematografiche",25627,Universal Pictures,5360,1993
10496,Orphée Productions,24402,Paramount,6240,1951
1299,Braunsberg Productions,3043,Universal Pictures,1324,1992
1300,Carlo Ponti Cinematografica,3043,Paramount,2872,1944
15489,Halicki Productions,16246,20th Century Fox,113,1935
4742,Syn-Frank Enterprises,27977,Sony Pictures,3971,1934
2437,Producciones Zohar,8327,Sony Pictures,909,1978
71748,Jerry Bick,31656,Paramount,1597,1967
71749,George Litto Productions,31656,Sony Pictures,2126,1937
17953,Comedian Intl Enterprise Productions (C.I.E.),19174,20th Century Fox,486,1942
7963,Les Productions René Goscinny,9385,Sony Pictures,6135,1974
7964,Studios Idéfix,9385,20th Century Fox,3707,1961
3537,E.K.,1835,Universal Pictures,812,1922
76493,Layton Productions,32042,20th Century Fox,785,1990
76494,Hiller Productions,32042,Warner Bros,7264,1971
8574,CIPI Cinematografica S.A.,9652,Warner Bros,7634,1930
3790,Toei Tokyo,47313,Warner Bros,4144,1974
2166,ABC Circle Films,38783,Paramount,6644,2007
11706,William Self Productions,6476,Paramount,4778,2018
30277,Janus Filmproduktion GmbH,48205,Paramount,9820,1944
29110,Filmco International Productions,26842,20th Century Fox,3779,2011
6364,Polar Music International,14336,Paramount,7291,1995
5001,Conacite Dos,77360,Universal Pictures,1126,2006
1530,Citel Films,54140,Warner Bros,1880,2000
11244,France 3 (FR 3),54140,20th Century Fox,723,1960
21505,Action Films,54140,Warner Bros,598,1956
10956,Film Properties International N.V.,38985,Paramount,9178,2001
8798,Gates of Heaven,24998,20th Century Fox,945,1974
9214,Clonus Associates,98851,Sony Pictures,2619,1928
