directorID,department,gender,movieID,job,name,age,awards
52fe44cc9251416c9101d2cd,Directing,0,32306,Director,Vince Offer,38,2
52fe4870c3a368484e0f82eb,Directing,2,72490,Director,Kiyoshi Kurosawa,68,0
52fe4646c3a36847f80f5f0d,Directing,0,43423,Director,Abbas Kiarostami,57,0
52fe49efc3a36847f81ae6a1,Directing,2,101338,Director,Pablo Trapero,62,3
52fe447ac3a368484e0256a5,Directing,0,23985,Director,Matthew Barney,37,3
52fe45d89251416c91040599,Directing,2,36246,Director,SABU,59,4
52fe44f6c3a368484e040bfb,Directing,2,26245,Director,Joe Chappelle,35,1
52fe44e8c3a368484e03dc8b,Directing,0,25988,Director,Guy Jenkin,49,1
52fe46a79251416c9105b56d,Directing,0,38294,Director,Mark Herman,66,2
52fe4373c3a36847f805517b,Directing,2,2899,Director,Alain Chabat,54,3
52fe44c69251416c9101c76b,Directing,2,32248,Director,Gakuryû Ishii,43,0
52fe46879251416c910575dd,Directing,0,37998,Director,Takashi Ishii,44,0
52fe493ac3a36847f818fb5b,Directing,2,57558,Director,Danny Boyle,38,4
52fe4537c3a368484e04e84d,Directing,2,27245,Director,Gakuryû Ishii,70,0
52fe4ad0c3a368484e1686d1,Directing,1,125842,Director,Agnieszka Holland,74,4
52fe4465c3a368484e02091d,Directing,0,23305,Director,Asif Kapadia,42,2
52fe45d59251416c910400fb,Directing,0,36222,Director,Takashi Miike,73,0
52fe445c9251416c9100df63,Directing,2,31076,Director,Alain Corneau,74,5
52fe447ac3a368484e0256b7,Directing,0,23986,Director,Matthew Barney,36,0
52fe46ef9251416c910649ad,Directing,2,38970,Director,Gabriele Muccino,44,5
52fe448cc3a368484e028f8b,Directing,2,24241,Director,Bruce Beresford,63,3
52fe4a46c3a368484e14a0c9,Directing,2,120360,Director,Travis Wilkerson,51,6
52fe446cc3a368484e0222df,Directing,2,23520,Director,David Carson,38,1
52fe44dcc3a368484e03b025,Directing,2,25757,Director,Mark Hamill,52,0
52fe45a5c3a36847f80d2aa1,Directing,2,40823,Director,Jorge Furtado,66,0
52fe44c59251416c9101c561,Directing,0,32233,Director,Johnnie To,35,0
52fe44c59251416c9101c567,Directing,0,32233,Director,Wai Ka-Fai,47,2
52fe48bfc3a36847f8177657,Directing,0,55177,Director,Ian Iqbal Rashid,56,3
52fe44adc3a368484e03084b,Directing,2,24860,Director,Erik Van Looy,65,1
52fe4517c3a368484e048125,Directing,2,26766,Director,John Landis,49,1
52fe467e9251416c910562d5,Directing,2,37918,Director,Jonathan Demme,53,1
52fe46d39251416c75084be9,Directing,2,16427,Director,Sergio Arau,41,4
52fe4677c3a368484e09240d,Directing,0,62276,Director,Pyotr Buslov,46,0
52fe4401c3a368484e00a28f,Directing,2,20912,Director,Spike Lee,37,1
52fe442ac3a36847f8085fcd,Directing,2,5889,Director,Ryûhei Kitamura,47,2
52fe449f9251416c91017259,Directing,2,31781,Director,Vondie Curtis-Hall,41,1
52fe42f2c3a36847f802efed,Directing,0,1392,Director,Zana Briski,45,0
52fe42f2c3a36847f802eff3,Directing,0,1392,Director,Ross Kauffman,41,3
52fe44fb9251416c91023803,Directing,2,33102,Director,Hal Hartley,62,8
52fe47efc3a36847f815014d,Directing,2,51363,Director,James Toback,57,2
52fe45609251416c750545f3,Directing,2,13372,Director,Robert Greenwald,47,1
52fe4ae59251416c910c9497,Directing,2,150523,Director,Peter Brook,75,9
52fe45a9c3a36847f80d36a7,Directing,2,40881,Director,Paul Mazursky,57,4
52fe4743c3a368484e0bd839,Directing,2,66600,Director,Alan Alda,52,2
52fe49859251416c750cac53,Directing,2,95466,Director,Uwe Boll,66,8
52fe44c2c3a368484e035649,Directing,2,25350,Director,Dan Harris,59,1
52fe43f6c3a368484e0082bf,Directing,0,20719,Director,Marek Koterski,41,2
52fe451c9251416c91027d39,Directing,2,33477,Director,Charles Barton,62,6
52fe458d9251416c91036563,Directing,2,35031,Director,Luis Buñuel,73,4
52fe457b9251416c7505806d,Directing,2,13563,Director,Jay Chandrasekhar,35,4
52fe47a1c3a36847f814017b,Directing,2,49696,Director,Otar Iosseliani,35,3
52fe490cc3a36847f8186aad,Directing,0,56655,Director,Çağan Irmak,70,8
52fe45e0c3a36847f80df8b3,Directing,2,41851,Director,Jim McKay,39,3
52fe4533c3a368484e04dd03,Directing,2,27202,Director,Pauly Shore,73,4
52fe45cdc3a36847f80db167,Directing,0,41475,Director,Ross McElwee,74,5
52fe46359251416c9104ce7d,Directing,0,37232,Director,Khyentse Norbu,58,3
52fe45eac3a368484e0765a7,Directing,0,29578,Director,Herbert Ross,64,3
52fe484bc3a36847f816007d,Directing,0,52943,Director,Antonio Mercero,69,0
52fe465a9251416c91051b49,Directing,2,37601,Director,Amando de Ossorio,60,3
52fe47e5c3a36847f814df19,Directing,2,51177,Director,Al Corley,64,2
52fe4958c3a368484e126cff,Directing,2,77041,Director,Rob Weiss,41,10
52fe4ca9c3a36847f8239383,Directing,2,167087,Director,Daniel Calparsoro,36,0
52fe4bb0c3a368484e194dd9,Directing,2,133382,Director,George C. Wolfe,35,0
52fe4767c3a36847f8133abb,Directing,2,48463,Director,Zak Penn,66,1
52fe468dc3a36847f81053bf,Directing,2,44540,Director,Peter Markle,58,1
52fe4423c3a368484e01199d,Directing,2,21666,Director,John Schlesinger,57,3
56ff9f7dc3a3686e88001cbd,Directing,1,48598,Director,Barbara Albert,72,1
52fe471ac3a36847f812397d,Directing,2,47002,Director,Shunji Iwai,36,1
52fe467ac3a36847f8101377,Directing,0,44154,Director,King Hu,38,1
52fe4a3fc3a368484e148b69,Directing,0,120129,Director,Arturo Ripstein,51,5
52fe440bc3a368484e00c61b,Directing,2,21131,Director,Adam Elliot,52,4
52fe47069251416c7508b6c1,Directing,1,17113,Director,Rebecca Miller,70,0
52fe4843c3a36847f815ea0f,Directing,0,52796,Director,Josh Sternfeld,43,1
52fe44b2c3a368484e031b53,Directing,2,24964,Director,Michael Apted,53,9
52fe456bc3a368484e059c61,Directing,2,27883,Director,Orson Welles,35,5
52fe45f7c3a36847f80e4e39,Directing,2,42260,Director,Rainer Werner Fassbinder,41,1
52fe47369251416c9106db9b,Directing,2,39851,Director,Olivier Assayas,69,5
52fe44449251416c9100abc3,Directing,0,30863,Director,Bill Plympton,51,4
52fe46d69251416c91061523,Directing,0,38717,Director,William Bindley,66,3
52fe46fa9251416c75089ec1,Directing,0,16976,Director,Toshiaki Toyoda,55,0
52fe46119251416c7506bf59,Directing,2,14694,Director,Charles Martin Smith,75,2
52fe49ddc3a36847f81aa82b,Directing,2,100605,Director,Gregg Toland,39,0
52fe49ddc3a36847f81aa825,Directing,0,100605,Director,John Ford,42,4
56a2297fc3a36858dc0124bc,Directing,2,65579,Director,Adrian Shergold,42,1
52fe44c1c3a368484e03527d,Directing,1,25312,Director,Sally Potter,66,3
52fe47819251416c7509bca7,Directing,2,18497,Director,Tony Gatlif,63,2
52fe46769251416c750790ed,Directing,2,15719,Director,Dick Maas,67,5
52fe47819251416c7509be6b,Directing,2,18503,Director,Paolo Virzì,59,6
52fe455f9251416c91030077,Directing,2,34308,Director,Mick Davis,75,0
52fe45abc3a368484e06854b,Directing,1,28706,Director,Lee Grant,44,10
56c73ea79251412451006ef9,Directing,2,38516,Director,Giacomo Battiato,40,4
52fe460b9251416c7506b3f7,Directing,2,14646,Director,Cédric Klapisch,67,4
52fe4a8cc3a368484e159b27,Directing,2,123049,Director,Bud Yorkin,60,1
52fe45dcc3a36847f80de97b,Directing,0,41776,Director,Nora Ephron,48,5
52fe4883c3a368484e0fc9c5,Directing,2,72899,Director,Ken Russell,60,0
52fe465e9251416c91052311,Directing,0,37640,Director,Bruce Weber,36,0
52fe4581c3a368484e05f37d,Directing,2,28201,Director,David Yates,35,0
52fe4535c3a368484e04e157,Directing,2,27217,Director,Baltasar Kormákur,40,5
52fe495d9251416c750c5aaf,Directing,2,94529,Director,Henry Koster,47,6
52fe4413c3a368484e00e091,Directing,0,21290,Director,Anders Rønnow Klarlund,54,1
52fe4473c3a368484e023b67,Directing,2,23703,Director,Raymond De Felitta,56,4
52fe4998c3a36847f81a278f,Directing,2,59704,Director,Charles Sturridge,67,2
52fe45f0c3a368484e077bfb,Directing,2,29656,Director,Richard Jobson,45,3
52fe45fb9251416c7506914f,Directing,2,14517,Director,Dave McKean,63,1
52fe4a49c3a368484e14ac03,Directing,0,120515,Director,Alan Brown,58,3
52fe45839251416c91034ed7,Directing,2,34870,Director,Lars von Trier,43,0
52fe47b89251416c750a345d,Directing,2,19082,Director,Martin Scorsese,59,1
52fe43f3c3a368484e0078a9,Directing,2,20674,Director,Jack Sholder,40,0
52fe46c79251416c9105f775,Directing,2,38583,Director,Julian Fellowes,65,3
52fe452c9251416c7504e22d,Directing,2,12920,Director,John Gatins,70,10
52fe44cdc3a368484e03796b,Directing,2,25517,Director,Rob Hardy,63,0
52fe46e49251416c91063351,Directing,2,38828,Director,Craig R. Baxley,49,0
52fe4411c3a368484e00d907,Directing,2,21246,Director,Josh Stolberg,39,2
52fe46e89251416c75087839,Directing,2,16729,Director,Sergio Castellitto,74,1
52fe46969251416c7507d011,Directing,2,16022,Director,Rodrigo García,54,8
52fe45aa9251416c9103a1cb,Directing,2,35580,Director,Mark Robson,40,1
52fe44bd9251416c9101b437,Directing,2,32117,Director,Nanni Moretti,66,0
52fe4647c3a36847f80f63c5,Directing,2,43440,Director,Sam Wood,48,3
52fe498dc3a36847f81a0245,Directing,0,59388,Director,Aki Kaurismäki,55,2
52fe46fac3a368484e0ae555,Directing,2,65045,Director,Marco Bellocchio,44,7
52fe46ad9251416c7507fdef,Directing,2,16156,Director,Liam Lynch,59,0
52fe44a1c3a368484e02dc5b,Directing,2,24618,Director,Scott McGehee,69,8
52fe448bc3a368484e028b61,Directing,0,24223,Director,Pantelis Voulgaris,49,9
52fe441dc3a36847f8083363,Directing,0,5741,Director,Russ Meyer,62,0
52fe45bac3a36847f80d7199,Directing,2,41189,Director,Craig Lucas,43,2
52fe4611c3a36847f80eae0d,Directing,2,42687,Director,Hy Averback,69,1
52fe47369251416c750916d1,Directing,2,17595,Director,Guy Maddin,61,1
52fe4430c3a368484e014979,Directing,0,22014,Director,Mahamat-Saleh Haroun,66,0
52fe45b59251416c7505fbff,Directing,2,13925,Director,John Lasseter,62,1
52fe44fb9251416c910236e5,Directing,2,33081,Director,Amol Palekar,54,5
52fe4a84c3a36847f81d2a35,Directing,2,107667,Director,Fernando León de Aranoa,60,3
52fe43f1c3a368484e007157,Directing,2,20641,Director,Michael Landon Jr.,44,7
52fe49d1c3a368484e14186b,Directing,2,79406,Director,Kihachi Okamoto,47,0
52fe46e09251416c91062aef,Directing,0,38785,Director,Heidi Ewing,59,2
52fe46e09251416c91062af5,Directing,0,38785,Director,Rachel Grady,55,0
52fe4425c3a368484e011fe5,Directing,2,21735,Director,Michael Powell,48,3
52fe4cd4c3a36847f82407f1,Directing,2,168705,Director,Uwe Boll,64,4
52fe44e1c3a368484e03c4dd,Directing,2,25890,Director,Albert Brooks,58,1
52fe479fc3a36847f813fd31,Directing,0,49653,Director,Boris Khlebnikov,64,0
52fe479fc3a36847f813fd37,Directing,0,49653,Director,Aleksei Popogrebsky,51,1
544632110e0a2661c80018b2,Directing,0,78237,Director,Damián Szifrón,52,3
52fe46099251416c91046eb1,Directing,2,36768,Director,Ere Kokkonen,53,6
52fe4487c3a368484e028009,Directing,2,24163,Director,Wong Kar-wai,40,5
52fe447c9251416c910125d9,Directing,2,31416,Director,Victor Sjöström,61,0
52fe4837c3a36847f815cc6d,Directing,2,52612,Director,Albert Dupontel,39,4
52fe456c9251416c91031da3,Directing,2,34581,Director,Kirby Dick,47,6
52fe47599251416c75096419,Directing,2,18011,Director,Rob Spera,67,1
52fe4a049251416c910c066d,Directing,2,88811,Director,Hou Hsiao-hsien,59,0
52fe456b9251416c75055e19,Directing,0,13468,Director,Lodge Kerrigan,38,2
52fe45c2c3a36847f80d8f2f,Directing,0,41338,Director,Im Sang-soo,35,2
52fe4762c3a36847f8132b1f,Directing,2,48369,Director,Marcel Carné,62,1
52fe4a7ac3a368484e1559f1,Directing,2,122271,Director,Mike Leigh,68,1
52fe4847c3a368484e0f0d59,Directing,0,71762,Director,Aleksey German,67,1
52fe45739251416c75056f3b,Directing,0,13508,Director,Chris Paine,37,6
52fe45e8c3a36847f80e1469,Directing,0,42003,Director,Taylor Hackford,40,2
52fe4847c3a368484e0f0de7,Directing,2,71769,Director,Roger Spottiswoode,39,4
52fe457d9251416c910341f9,Directing,0,34787,Director,Matthew Barney,56,5
52fe45cbc3a368484e06f44d,Directing,2,29138,Director,Fatih Akin,41,4
52fe47869251416c7509c7b3,Directing,0,18553,Director,Paul Schrader,53,1
52fe46ff9251416c7508a92f,Directing,2,17021,Director,Craig Chester,57,1
52fe44999251416c910164b1,Directing,0,31692,Director,Howard Franklin,36,1
52fe4657c3a36847f80f9c45,Directing,0,43654,Director,Derek Jarman,74,1
52fe4931c3a36847f818df79,Directing,0,57406,Director,Lian Lunson,40,0
52fe45629251416c91030675,Directing,2,34380,Director,Jem Cohen,67,9
57f69c2dc3a36810580001bc,Directing,2,32740,Director,Rakesh Roshan,41,10
52fe474ac3a36847f812d57d,Directing,2,47850,Director,Federico Fellini,45,1
52fe48b2c3a368484e106161,Directing,2,73907,Director,Robert Parrish,70,10
52fe45919251416c91036d97,Directing,2,35075,Director,Carl Theodor Dreyer,47,0
52fe4808c3a36847f8154f25,Directing,2,51857,Director,Carlos Saura,69,3
52fe472e9251416c9106c9cf,Directing,2,39749,Director,Peter Dalle,66,2
52fe46499251416c75073725,Directing,0,15265,Director,Albert Lamorisse,60,3
52fe447fc3a368484e026881,Directing,0,24055,Director,Jay Duplass,67,1
54b96afc92514148b0001ccb,Directing,2,24055,Director,Mark Duplass,40,3
52fe45a2c3a36847f80d2001,Directing,0,40769,Director,Andrew Bujalski,58,2
52fe454bc3a368484e051ead,Directing,2,27453,Director,Sydney Pollack,75,3
52fe4441c3a368484e018c01,Directing,2,22471,Director,Peter Dalle,40,7
52fe44e49251416c9102065f,Directing,2,32687,Director,Patrice Chéreau,59,0
52fe46459251416c75072f8f,Directing,2,15242,Director,Bill Melendez,66,2
52fe473fc3a368484e0bcb8b,Directing,2,66487,Director,Robert Altman,66,0
52fe45a7c3a36847f80d326d,Directing,2,40862,Director,Robert Greenwald,42,1
52fe461c9251416c7506d71d,Directing,2,14812,Director,Erik Poppe,56,1
52fe46da9251416c75085a39,Directing,2,16548,Director,Scott Coffey,47,5
52fe4a149251416c750dcf5d,Directing,0,98498,Director,Chris Marker,50,0
52fe45609251416c75054447,Directing,0,13364,Director,Amy Berg,62,3
52fe47ab9251416c750a178d,Directing,2,18925,Director,Alex Kendrick,71,1
52fe462bc3a368484e0828db,Directing,2,60567,Director,Satyajit Ray,65,0
52fe45d59251416c9103ff67,Directing,2,36215,Director,Shinya Tsukamoto,47,8
52fe461b9251416c7506d43b,Directing,2,14799,Director,Christopher Guest,39,4
52fe466ec3a36847f80fec71,Directing,0,43970,Director,Mohammad Rasoulof,60,9
52fe4979c3a36847f819be6b,Directing,2,58923,Director,Spike Lee,58,0
52fe45269251416c7504d4d7,Directing,2,12812,Director,Sébastien Lifshitz,70,2
52fe49e4c3a368484e145ce1,Directing,2,79767,Director,Pablo Trapero,65,5
52fe44739251416c910112e7,Directing,0,31325,Director,Xavier Giannoli,75,0
57dda0189251417855001c24,Directing,1,19629,Director,Georgia Lee,58,1
52fe4549c3a368484e051907,Directing,2,27432,Director,Charles Burnett,51,0
52fe45609251416c75054469,Directing,2,13365,Director,Michael Apted,74,1
52fe47d5c3a36847f814ab75,Directing,2,50754,Director,Michael Apted,62,0
52fe46179251416c7506cc15,Directing,2,14761,Director,Billy Corben,58,0
52fe46919251416c7507c53f,Directing,2,15962,Director,Jannik Johansen,57,2
52fe461f9251416c7506de93,Directing,1,14845,Director,Sue Kramer,63,10
52fe4608c3a368484e07cdaf,Directing,0,29965,Director,Eric Khoo,51,8
52fe48ce9251416c91098faf,Directing,2,83980,Director,Tom Laughlin,62,2
52fe44a2c3a368484e02e24d,Directing,2,24653,Director,Paolo Sorrentino,50,2
52fe49e49251416c750d6bc5,Directing,2,97548,Director,Daniel Burman,48,4
52fe46409251416c75072367,Directing,2,15163,Director,Michael Apted,68,1
52fe4529c3a368484e04bd7f,Directing,1,27040,Director,Maya Deren,72,9
52fe4529c3a368484e04bd85,Directing,0,27040,Director,Alexander Hammid,44,0
52fe47db9251416c750a7c09,Directing,2,19495,Director,Sergei Bodrov Jr.,59,1
52fe47db9251416c750a7c0f,Directing,2,19495,Director,Ivan Passer,44,2
52fe43ebc3a368484e005d37,Directing,2,20527,Director,Yôji Yamada,41,2
52fe473f9251416c75092ae3,Directing,2,17677,Director,Melville Shavelson,47,9
52fe4a04c3a36847f81b3999,Directing,0,102227,Director,Koki Mitani,63,2
52fe44de9251416c9101facb,Directing,2,32623,Director,Edward D. Wood Jr.,43,4
52fe43edc3a368484e0065bd,Directing,2,20553,Director,Michael Apted,58,6
52fe45b09251416c7505f12b,Directing,0,13894,Director,Rob Stewart,66,0
52fe47859251416c7509c6c5,Directing,0,18549,Director,Jeff Lipsky,38,5
52fe45c5c3a36847f80d98cf,Directing,2,41380,Director,Sammo Hung,75,8
52fe46669251416c7507723d,Directing,2,15568,Director,Davis Guggenheim,62,1
52fe45be9251416c75060fc3,Directing,1,13979,Director,Julia Loktev,66,0
540499ee0e0a2658ee00a549,Directing,2,74055,Director,Dominique Abel,65,0
540499f80e0a2658f100a60e,Directing,1,74055,Director,Fiona Gordon,71,1
54049a060e0a2658de00a979,Directing,0,74055,Director,Bruno Romy,59,4
52fe47199251416c7508dae5,Directing,2,17320,Director,Jake Kasdan,38,4
52fe4418c3a368484e00f365,Directing,2,21427,Director,Francis Veber,41,2
52fe484ac3a368484e0f15e5,Directing,2,71822,Director,Henri-Georges Clouzot,36,2
52fe49499251416c910a882f,Directing,2,85535,Director,Jim McBride,56,4
52fe48b4c3a36847f81750e7,Directing,2,54934,Director,Tom Kalin,51,0
52fe4abac3a368484e163b19,Directing,0,125025,Director,Dana Ranga,66,9
52fe455c9251416c75053cf7,Directing,0,13337,Director,Zoe R. Cassavetes,47,1
52fe489fc3a36847f8171243,Directing,2,54494,Director,Alan J. Pakula,54,7
52fe4482c3a36847f809a639,Directing,1,7547,Director,Joey Lauren Adams,47,3
52fe45cd9251416c75062f11,Directing,2,14123,Director,Sean McNamara,52,3
52fe446bc3a368484e021f67,Directing,1,23495,Director,Deborah Scranton,48,1
52fe441cc3a368484e00ff6f,Directing,0,21494,Director,Laurent Tirard,64,4
52fe45aec3a368484e068f0b,Directing,0,28742,Director,David Markey,67,4
52fe45ba9251416c7506070b,Directing,2,13958,Director,Seth Gordon,67,8
52fe434fc3a36847f804a9ed,Directing,2,2335,Director,Gérard Krawczyk,69,1
52fe4885c3a36847f816bc9b,Directing,2,53975,Director,Gaël Morel,39,2
52fe45729251416c75056d0d,Directing,2,13501,Director,Jake Paltrow,47,2
52fe452b9251416c7504df6d,Directing,2,12901,Director,Charles Ferguson,61,4
52fe45539251416c75052bc7,Directing,0,13257,Director,Craig Gillespie,39,2
52fe46209251416c7506df47,Directing,2,14848,Director,Scott Caan,50,4
52fe48fd9251416c9109f0b5,Directing,0,84567,Director,Richard Fleischer,52,0
52fe45359251416c7504f3b5,Directing,2,13066,Director,Jeff Garlin,39,2
52fe470f9251416c7508c81d,Directing,2,17202,Director,Tyler Perry,36,0
52fe475ec3a36847f8131f3b,Directing,2,48301,Director,Liu Chia-Liang,43,3
52fe45e19251416c750659af,Directing,0,14279,Director,Amir Bar-Lev,54,1
52fe43eec3a368484e006abf,Directing,2,20607,Director,José Luis Cuerda,59,1
52fe46fc9251416c91066727,Directing,2,39127,Director,Roger Spottiswoode,41,5
52fe44fbc3a368484e041ff1,Directing,2,26336,Director,Dan Klores,64,3
52fe47b49251416c750a2a7b,Directing,2,19026,Director,Michel Ocelot,48,2
52fe462e9251416c7506fed3,Directing,1,15006,Director,Alison Eastwood,70,2
52fe457b9251416c75057fdf,Directing,0,13561,Director,Jeremy Saulnier,60,3
58019e089251417ffd0022d1,Directing,2,18312,Director,Alex Jones,54,3
52fe44c9c3a368484e036c85,Directing,2,25460,Director,Bille August,37,4
52fe43c99251416c7501e259,Directing,2,10884,Director,Rick Ray,38,1
52fe44ddc3a368484e03b5e5,Directing,2,25784,Director,Ham Tran,65,10
52fe482dc3a36847f815b5bf,Directing,0,52473,Director,Christoffer Boe,72,1
52fe461ac3a36847f80ecbd3,Directing,0,42790,Director,Pietro Germi,62,4
52fe45de9251416c9104129f,Directing,2,36328,Director,Tom Hooper,51,9
52fe47ba9251416c750a3843,Directing,2,19103,Director,Kenneth Branagh,44,5
52fe45cd9251416c75062e97,Directing,2,14118,Director,Justin Theroux,50,0
52fe46d7c3a36847f81152dd,Directing,0,45871,Director,Johnnie To,58,2
52fe4527c3a368484e04b539,Directing,2,26990,Director,Lance Rivera,36,4
52fe445b9251416c9100ddf9,Directing,1,31068,Director,Laura Mañá,36,0
52fe4749c3a36847f812d3bb,Directing,1,47841,Director,So Yong Kim,37,3
52fe45f19251416c75067db3,Directing,2,14423,Director,David E. Talbert,38,0
52fe46889251416c910577bd,Directing,2,38007,Director,Robert Cary,60,0
54702588c3a36828e000064c,Directing,0,244145,Director,Damián Szifrón,48,0
5471f1e29251413a5d001baf,Directing,2,18893,Director,Julien Temple,49,1
52fe45eac3a36847f80e1e63,Directing,2,42041,Director,Sion Sono,64,3
52fe45709251416c75056953,Directing,2,13490,Director,Malcolm D. Lee,52,2
52fe4acdc3a368484e167d89,Directing,2,125742,Director,Raymond Depardon,71,0
52fe4ba7c3a36847f820defb,Directing,0,117001,Director,John Ford,56,1
52fe45319251416c7504ea8b,Directing,2,13025,Director,George A. Romero,61,1
52fe45b5c3a368484e06a62b,Directing,2,28816,Director,Brett Morgen,49,1
52fe452f9251416c7504e7bb,Directing,2,13016,Director,Peter Joseph,72,4
52fe4444c3a368484e0195c7,Directing,2,22521,Director,Barbet Schroeder,39,1
52fe45d69251416c91040125,Directing,0,36223,Director,Takashi Miike,65,1
52fe476a9251416c750987df,Directing,0,18218,Director,Abby Epstein,45,9
52fe4a319251416c750e0a7b,Directing,2,99339,Director,Jacques Doillon,45,0
52fe46b39251416c9105cd1b,Directing,1,38376,Director,Anne Fontaine,41,5
52fe44c59251416c75040553,Directing,2,12179,Director,Morgan Spurlock,67,4
52fe457bc3a368484e05de8f,Directing,0,28131,Director,Mike Hodges,50,4
52fe452e9251416c7504e571,Directing,2,13007,Director,Larry Charles,45,0
52fe45879251416c75059a8d,Directing,2,13650,Director,Tom DiCillo,50,3
52fe44dc9251416c750437c7,Directing,2,12400,Director,David Mamet,37,4
54060227c3a3682d98007073,Directing,2,15957,Director,Jannik Johansen,70,4
52fe4681c3a36847f8102b29,Directing,2,44260,Director,Tony Kaye,46,1
52fe4b60c3a368484e186247,Directing,2,130639,Director,Kazuo Hara,69,5
52fe45c69251416c750621b1,Directing,2,14050,Director,Jay Roach,71,0
52fe49e4c3a368484e145c63,Directing,2,79761,Director,Allan Dwan,52,2
52fe486cc3a368484e0f7aa5,Directing,1,72445,Director,Ann Hui,44,1
52fe454e9251416c75052177,Directing,0,13206,Director,Chris Waitt,40,3
52fe46249251416c7506e827,Directing,0,14882,Director,Deborah Kampmeier,60,2
52fe45659251416c75054f4d,Directing,2,13405,Director,Roger Spottiswoode,68,4
52fe4472c3a368484e023915,Directing,0,23676,Director,Aki Kaurismäki,71,2
52fe4472c3a368484e023921,Directing,2,23676,Director,Wim Wenders,67,1
52fe4472c3a368484e02390f,Directing,0,23676,Director,Jim Jarmusch,66,0
52fe4472c3a368484e02391b,Directing,2,23676,Director,Spike Lee,67,1
52fe4472c3a368484e023909,Directing,2,23676,Director,Werner Herzog,48,0
52fe4472c3a368484e0238fd,Directing,2,23676,Director,Chen Kaige,54,1
52fe4472c3a368484e023903,Directing,2,23676,Director,Víctor Erice,43,4
52fe4604c3a36847f80e798f,Directing,2,42473,Director,Don Taylor,48,0
52fe45c09251416c750612f7,Directing,2,13993,Director,Chris Eigeman,47,1
52fe44fcc3a368484e04249d,Directing,2,26354,Director,Doug Pray,70,6
52fe44c89251416c9101ca8b,Directing,2,32263,Director,David Cross,64,10
52fe44c89251416c9101ca91,Directing,0,32263,Director,Lance Bangs,50,0
52fe45359251416c7504f38d,Directing,2,13065,Director,Peter Tolan,64,2
52fe452e9251416c7504e47b,Directing,2,13003,Director,Alex Gibney,70,3
52fe45269251416c91029149,Directing,0,33588,Director,Steven Okazaki,52,2
52fe48f4c3a36847f81820b5,Directing,1,56224,Director,Xan Cassavetes,51,0
52fe466f9251416c75078333,Directing,2,15654,Director,Scott Prendergast,45,0
52fe45f09251416c75067b65,Directing,2,14414,Director,John Sayles,51,0
52fe45309251416c7504ea05,Directing,2,13022,Director,Greg McLean,75,7
52fe44d4c3a368484e03935f,Directing,2,25647,Director,Kim Ki-duk,40,1
52fe45309251416c7504e9d3,Directing,2,13021,Director,Michael Lehmann,37,10
52fe49a5c3a368484e1362e9,Directing,2,78527,Director,Jonathan Demme,49,6
57e78f62c3a368351e00e40e,Directing,1,80523,Director,Michèle Ohayon,71,3
52fe45549251416c75052c35,Directing,1,13259,Director,Nanette Burstein,48,2
52fe45789251416c75057975,Directing,2,13541,Director,Vadim Jean,74,9
52fe445c9251416c9100e049,Directing,2,31082,Director,Paul Weiland,36,2
52fe45539251416c75052a1b,Directing,0,13251,Director,Paul Schrader,53,1
52fe46669251416c7507724b,Directing,2,15570,Director,Jon Reiss,55,1
52fe457d9251416c7505845d,Directing,2,13579,Director,Fred Durst,41,0
52fe44569251416c9100d2b9,Directing,2,31018,Director,John Frankenheimer,43,2
52fe45be9251416c75060e61,Directing,1,13972,Director,Diane English,58,1
52fe45279251416c7504d70f,Directing,2,12818,Director,Jason Todd Ipson,64,5
52fe45ca9251416c7506281f,Directing,2,14075,Director,Jesse V. Johnson,74,9
52fe456f9251416c750566d9,Directing,2,13484,Director,Jody Hill,48,1
52fe45bfc3a36847f80d8321,Directing,0,41264,Director,Gualtiero Jacopetti,68,5
52fe44b9c3a368484e0335d7,Directing,2,25126,Director,Martin McDonagh,75,1
52fe48079251416c9107da93,Directing,0,81296,Director,Juzo Itami,61,0
52fe45b99251416c750603e5,Directing,2,13948,Director,David Zucker,57,2
52fe465b9251416c75075b79,Directing,2,15450,Director,Tyler Perry,68,3
52fe4e639251416c75154d21,Directing,2,225614,Director,Yôji Yamada,41,0
52fe4b59c3a36847f81ff635,Directing,2,114796,Director,Nick Willing,40,9
52fe45739251416c75056e8d,Directing,2,13506,Director,Andrey Kravchuk,45,0
52fe4620c3a36847f80ee3c1,Directing,2,42884,Director,Robert Iscove,54,0
52fe4af4c3a368484e16fad5,Directing,2,127257,Director,Daniel Burman,35,0
52fe443ec3a368484e017c85,Directing,2,22358,Director,Pavel Lungin,61,2
52fe4968c3a36847f8198b07,Directing,0,58570,Director,Johnnie To,66,0
52fe4b02c3a36847f81ed3a9,Directing,0,111759,Director,Donald Crisp,40,3
52fe48a6c3a36847f817282b,Directing,0,54615,Director,John Ford,69,1
52fe44ccc3a36847f80aa8e3,Directing,1,8966,Director,Catherine Hardwicke,38,6
5988602bc3a3683719021f10,Directing,2,17157,Director,David Mackay,48,0
52fe47609251416c75097347,Directing,0,18117,Director,Toa Fraser,49,3
52fe4ac2c3a36847f81e01a1,Directing,2,109711,Director,Alexander Hall,45,4
52fe44e0c3a368484e03bedb,Directing,2,25852,Director,Alfredo De Villa,71,10
52fe49719251416c910ad5fd,Directing,0,86082,Director,Frank Capra,65,1
