DirectorID,Name,Gender,MovieID,Age,Awards
17282,Takashi Miike,0,36222,38,1
35927,Alain Corneau,2,31076,62,2
116018,Matthew Barney,0,23986,49,0
20646,Gabriele Muccino,2,38970,42,0
5696,Bruce Beresford,2,24241,57,1
1072046,Travis Wilkerson,2,120360,58,4
2380,David Carson,2,23520,42,2
2,Mark Hamill,2,25757,64,2
102561,Jorge Furtado,2,40823,35,8
25236,Johnnie To,0,32233,47,4
58052,Wai Ka-Fai,0,32233,34,1
190339,Ian Iqbal Rashid,0,55177,54,1
82418,Erik Van Looy,2,24860,31,2
4610,John Landis,2,26766,39,3
16294,Jonathan Demme,2,37918,59,2
120871,Sergio Arau,2,16427,74,2
137442,Pyotr Buslov,0,62276,34,0
5281,Spike Lee,2,20912,62,1
45996,Ryûhei Kitamura,2,5889,30,0
6198,Vondie Curtis-Hall,2,31781,47,0
53384,Zana Briski,0,1392,61,0
53385,Ross Kauffman,0,1392,40,2
91343,Hal Hartley,2,33102,50,2
56381,James Toback,2,51363,55,0
51521,Robert Greenwald,2,13372,54,1
60981,Peter Brook,2,150523,51,1
47773,Paul Mazursky,2,40881,56,0
21278,Alan Alda,2,66600,42,3
23799,Uwe Boll,2,95466,62,4
11013,Dan Harris,2,25350,63,4
228086,Marek Koterski,0,20719,70,2
30099,Charles Barton,2,33477,64,2
793,Luis Buñuel,2,35031,30,0
52049,Jay Chandrasekhar,2,13563,50,0
40260,Otar Iosseliani,2,49696,35,0
142857,Çağan Irmak,0,56655,57,7
205639,Jim McKay,2,41851,46,0
64998,Pauly Shore,2,27202,34,0
126620,Ross McElwee,0,41475,60,5
115309,Khyentse Norbu,0,37232,34,7
18378,Herbert Ross,0,29578,67,4
1007551,Antonio Mercero,0,52943,32,0
72891,Amando de Ossorio,2,37601,52,0
38576,Al Corley,2,51177,66,1
183055,Rob Weiss,2,77041,66,0
212687,Daniel Calparsoro,2,167087,39,0
5369,George C. Wolfe,2,133382,39,1
11011,Zak Penn,2,48463,48,7
67632,Peter Markle,2,44540,46,1
19304,John Schlesinger,2,21666,50,3
4645,Barbara Albert,1,48598,43,3
55785,Shunji Iwai,2,47002,38,0
83698,King Hu,0,44154,30,3
532227,Arturo Ripstein,0,120129,74,0
92733,Adam Elliot,2,21131,42,0
41670,Rebecca Miller,1,17113,33,3
139558,Josh Sternfeld,0,52796,30,0
10781,Michael Apted,2,24964,69,9
40,Orson Welles,2,27883,61,0
2725,Rainer Werner Fassbinder,2,42260,63,2
21678,Olivier Assayas,2,39851,57,1
126125,Bill Plympton,0,30863,60,0
140151,William Bindley,0,38717,37,0
81107,Toshiaki Toyoda,0,16976,68,2
1270,Charles Martin Smith,2,14694,55,4
8504,Gregg Toland,2,100605,63,4
8500,John Ford,0,100605,32,1
84737,Adrian Shergold,2,65579,41,4
57206,Sally Potter,1,25312,30,3
41040,Tony Gatlif,2,18497,73,3
21440,Dick Maas,2,15719,34,1
83189,Paolo Virzì,2,18503,59,2
59248,Mick Davis,2,34308,59,4
30123,Lee Grant,1,28706,46,1
234495,Giacomo Battiato,2,38516,52,4
17520,Cédric Klapisch,2,14646,44,2
69946,Bud Yorkin,2,123049,66,0
9248,Nora Ephron,0,41776,50,0
32327,Ken Russell,2,72899,43,1
118180,Bruce Weber,0,37640,31,2
11343,David Yates,2,28201,40,4
67813,Baltasar Kormákur,2,27217,68,0
33064,Henry Koster,2,94529,67,4
88497,Anders Rønnow Klarlund,0,21290,63,5
99496,Raymond De Felitta,2,23703,67,0
77104,Charles Sturridge,2,59704,63,5
129825,Richard Jobson,2,29656,47,9
87081,Dave McKean,2,14517,59,3
1038004,Alan Brown,0,120515,44,4
42,Lars von Trier,2,34870,56,9
1032,Martin Scorsese,2,19082,63,2
62020,Jack Sholder,2,20674,67,1
10747,Julian Fellowes,2,38583,62,4
53176,John Gatins,2,12920,53,2
31123,Rob Hardy,2,25517,44,2
63709,Craig R. Baxley,2,38828,59,0
62157,Josh Stolberg,2,21246,71,4
2166,Sergio Castellitto,2,16729,46,0
77162,Rodrigo García,2,16022,34,6
19457,Mark Robson,2,35580,58,1
69488,Nanni Moretti,2,32117,33,0
10790,Sam Wood,2,43440,39,1
16767,Aki Kaurismäki,0,59388,46,0
105866,Marco Bellocchio,2,65045,39,3
22301,Liam Lynch,2,16156,46,6
101444,Scott McGehee,2,24618,49,4
124919,Pantelis Voulgaris,0,24223,53,0
4590,Russ Meyer,0,5741,34,0
26488,Craig Lucas,2,41189,63,4
120552,Hy Averback,2,42687,35,6
97579,Guy Maddin,2,17595,31,1
226553,Mahamat-Saleh Haroun,0,22014,42,1
7879,John Lasseter,2,13925,72,1
105650,Amol Palekar,2,33081,72,5
15602,Fernando León de Aranoa,2,107667,40,2
60438,Michael Landon Jr.,2,20641,52,0
85309,Kihachi Okamoto,2,79406,45,0
19003,Heidi Ewing,0,38785,60,5
19006,Rachel Grady,0,38785,40,0
68424,Michael Powell,2,21735,45,1
23799,Uwe Boll,2,168705,37,2
13,Albert Brooks,2,25890,33,0
142502,Boris Khlebnikov,0,49653,69,0
142617,Aleksei Popogrebsky,0,49653,33,4
591600,Damián Szifrón,0,78237,54,5
116155,Ere Kokkonen,2,36768,32,4
12453,Wong Kar-wai,2,24163,61,5
8741,Victor Sjöström,2,31416,32,2
14606,Albert Dupontel,2,52612,56,4
112588,Kirby Dick,2,34581,58,1
84982,Rob Spera,2,18011,61,3
64992,Hou Hsiao-hsien,2,88811,48,8
17277,Lodge Kerrigan,0,13468,50,0
132452,Im Sang-soo,0,41338,34,1
25161,Marcel Carné,2,48369,47,1
65452,Mike Leigh,2,122271,57,0
270361,Aleksey German,0,71762,71,0
74589,Chris Paine,0,13508,51,4
18596,Taylor Hackford,0,42003,50,8
1724,Roger Spottiswoode,2,71769,35,1
116018,Matthew Barney,0,34787,30,0
5125,Fatih Akin,2,29138,34,0
1035,Paul Schrader,0,18553,70,5
82769,Craig Chester,2,17021,41,1
2357,Howard Franklin,0,31692,55,1
86290,Derek Jarman,0,43654,63,1
226095,Lian Lunson,0,57406,43,1
74971,Jem Cohen,2,34380,55,1
1032103,Rakesh Roshan,2,32740,74,5
4415,Federico Fellini,2,47850,56,2
8514,Robert Parrish,2,73907,38,3
11572,Carl Theodor Dreyer,2,35075,55,1
96369,Carlos Saura,2,51857,51,3
73088,Peter Dalle,2,39749,59,3
78185,Albert Lamorisse,0,15265,72,0
45405,Jay Duplass,0,24055,46,2
45407,Mark Duplass,2,24055,55,0
40864,Andrew Bujalski,0,40769,65,4
2226,Sydney Pollack,2,27453,30,1
73088,Peter Dalle,2,22471,37,9
23724,Patrice Chéreau,2,32687,64,0
94011,Bill Melendez,2,15242,44,4
9789,Robert Altman,2,66487,51,3
51521,Robert Greenwald,2,40862,43,4
79322,Erik Poppe,2,14812,55,1
9306,Scott Coffey,2,16548,57,1
9956,Chris Marker,0,98498,52,4
74060,Amy Berg,0,13364,43,0
78040,Alex Kendrick,2,18925,53,0
12160,Satyajit Ray,2,60567,31,2
58608,Shinya Tsukamoto,2,36215,74,2
13524,Christopher Guest,2,14799,55,0
935123,Mohammad Rasoulof,0,43970,43,0
5281,Spike Lee,2,58923,36,0
73761,Sébastien Lifshitz,2,12812,32,4
56210,Pablo Trapero,2,79767,52,3
113855,Xavier Giannoli,0,31325,72,4
1442187,Georgia Lee,1,19629,74,8
97755,Charles Burnett,2,27432,47,1
10781,Michael Apted,2,13365,67,0
10781,Michael Apted,2,50754,64,0
141475,Billy Corben,2,14761,44,0
68554,Jannik Johansen,2,15962,54,6
83957,Sue Kramer,1,14845,66,2
56212,Eric Khoo,0,29965,57,0
129482,Tom Laughlin,2,83980,39,1
56194,Paolo Sorrentino,2,24653,68,2
584335,Daniel Burman,2,97548,46,3
10781,Michael Apted,2,15163,68,0
96813,Maya Deren,1,27040,51,8
96814,Alexander Hammid,0,27040,55,2
71871,Sergei Bodrov Jr.,2,19495,73,0
84736,Ivan Passer,2,19495,54,5
72496,Yôji Yamada,2,20527,46,0
16745,Melville Shavelson,2,17677,42,6
236470,Koki Mitani,0,102227,49,9
44763,Edward D. Wood Jr.,2,32623,54,3
10781,Michael Apted,2,20553,33,4
87203,Rob Stewart,0,13894,39,1
230335,Jeff Lipsky,0,18549,32,7
62410,Sammo Hung,2,41380,70,2
19012,Davis Guggenheim,2,15568,74,3
921570,Julia Loktev,1,13979,47,6
42741,Dominique Abel,2,74055,65,8
144791,Fiona Gordon,1,74055,51,4
144792,Bruno Romy,0,74055,63,1
51851,Jake Kasdan,2,17320,37,7
38507,Francis Veber,2,21427,69,2
2559,Henri-Georges Clouzot,2,71822,73,6
15206,Jim McBride,2,85535,48,3
66983,Tom Kalin,2,54934,71,1
1080863,Dana Ranga,0,125025,70,1
95977,Zoe R. Cassavetes,0,13337,66,2
6349,Alan J. Pakula,2,54494,35,4
16484,Joey Lauren Adams,1,7547,55,1
129952,Sean McNamara,2,14123,63,2
90178,Deborah Scranton,1,23495,74,1
64575,Laurent Tirard,0,21494,35,4
101811,David Markey,0,28742,66,1
71600,Seth Gordon,2,13958,62,0
21647,Gérard Krawczyk,2,2335,51,0
49855,Gaël Morel,2,53975,50,0
122582,Jake Paltrow,2,13501,35,1
74058,Charles Ferguson,2,12901,35,0
50767,Craig Gillespie,0,13257,33,0
1894,Scott Caan,2,14848,59,7
2087,Richard Fleischer,0,84567,40,5
60074,Jeff Garlin,2,13066,59,1
80602,Tyler Perry,2,17202,60,8
26775,Liu Chia-Liang,2,48301,53,0
91452,Amir Bar-Lev,0,14279,38,2
19842,José Luis Cuerda,2,20607,32,2
1724,Roger Spottiswoode,2,39127,60,1
95143,Dan Klores,2,26336,69,1
87429,Michel Ocelot,2,19026,66,1
389,Alison Eastwood,1,15006,65,1
74655,Jeremy Saulnier,0,13561,53,3
57970,Alex Jones,2,18312,60,0
19684,Bille August,2,25460,35,0
67314,Rick Ray,2,10884,31,0
143430,Ham Tran,2,25784,49,0
144195,Christoffer Boe,0,52473,57,2
95040,Pietro Germi,0,42790,40,0
70500,Tom Hooper,2,36328,33,5
11181,Kenneth Branagh,2,19103,44,0
15009,Justin Theroux,2,14118,35,0
25236,Johnnie To,0,45871,59,3
302339,Lance Rivera,2,26990,67,0
133526,Laura Mañá,1,31068,31,2
131397,So Yong Kim,1,47841,44,3
109692,David E. Talbert,2,14423,40,0
119367,Robert Cary,2,38007,37,0
591600,Damián Szifrón,0,244145,55,1
22669,Julien Temple,2,18893,74,0
67075,Sion Sono,2,42041,73,0
72024,Malcolm D. Lee,2,13490,34,0
56836,Raymond Depardon,2,125742,35,0
8500,John Ford,0,117001,55,2
14999,George A. Romero,2,13025,33,3
102109,Brett Morgen,2,28816,48,2
74257,Peter Joseph,2,13016,49,0
23393,Barbet Schroeder,2,22521,62,0
17282,Takashi Miike,0,36223,49,5
150385,Abby Epstein,0,18218,41,2
118020,Jacques Doillon,2,99339,30,5
48583,Anne Fontaine,1,38376,55,1
57492,Morgan Spurlock,2,12179,43,2
17281,Mike Hodges,0,28131,67,2
6767,Larry Charles,2,13007,66,1
6400,Tom DiCillo,2,13650,40,1
1255,David Mamet,2,12400,65,2
68554,Jannik Johansen,2,15957,42,0
814,Tony Kaye,2,44260,72,1
1077301,Kazuo Hara,2,130639,32,4
6737,Jay Roach,2,14050,62,6
93905,Allan Dwan,2,79761,35,1
123199,Ann Hui,1,72445,39,1
88712,Chris Waitt,0,13206,34,0
77515,Deborah Kampmeier,0,14882,52,3
1724,Roger Spottiswoode,2,13405,39,1
16767,Aki Kaurismäki,0,23676,73,8
2303,Wim Wenders,2,23676,31,1
4429,Jim Jarmusch,0,23676,42,1
5281,Spike Lee,2,23676,69,2
6818,Werner Herzog,2,23676,31,4
20640,Chen Kaige,2,23676,49,1
37833,Víctor Erice,2,23676,30,1
9108,Don Taylor,2,42473,66,9
78190,Chris Eigeman,2,13993,38,0
105802,Doug Pray,2,26354,46,5
212,David Cross,2,32263,38,0
61440,Lance Bangs,0,32263,40,4
18268,Peter Tolan,2,13065,44,2
71797,Alex Gibney,2,13003,53,1
110962,Steven Okazaki,0,33588,67,5
223806,Xan Cassavetes,1,56224,64,0
78497,Scott Prendergast,2,15654,59,0
102445,John Sayles,2,14414,60,2
59998,Greg McLean,2,13022,34,1
1188,Kim Ki-duk,2,25647,73,2
7145,Michael Lehmann,2,13021,43,0
16294,Jonathan Demme,2,78527,40,0
959211,Michèle Ohayon,1,80523,38,0
96439,Nanette Burstein,1,13259,63,0
70905,Vadim Jean,2,13541,41,1
66548,Paul Weiland,2,31082,64,4
1035,Paul Schrader,0,13251,64,6
78391,Jon Reiss,2,15570,30,4
29783,Fred Durst,2,13579,69,0
13776,John Frankenheimer,2,31018,51,1
76230,Diane English,1,13972,58,0
63088,Jason Todd Ipson,2,12818,37,0
77295,Jesse V. Johnson,2,14075,40,2
54710,Jody Hill,2,13484,70,0
109555,Gualtiero Jacopetti,0,41264,66,0
54472,Martin McDonagh,2,25126,43,6
69167,Juzo Itami,0,81296,59,1
12987,David Zucker,2,13948,64,1
80602,Tyler Perry,2,15450,50,0
72496,Yôji Yamada,2,225614,66,0
107395,Nick Willing,2,114796,34,5
81761,Andrey Kravchuk,2,13506,48,0
64815,Robert Iscove,2,42884,43,1
584335,Daniel Burman,2,127257,55,0
126855,Pavel Lungin,2,22358,33,1
25236,Johnnie To,0,58570,54,0
8841,Donald Crisp,0,111759,74,4
8500,John Ford,0,54615,71,4
19850,Catherine Hardwicke,1,8966,54,4
210872,David Mackay,2,17157,47,0
73875,Toa Fraser,0,18117,69,4
99667,Alexander Hall,2,109711,37,2
86378,Alfredo De Villa,2,25852,68,1
2662,Frank Capra,0,86082,69,2
37361,Anatole Litvak,2,86082,43,0
81199,Sean McGinly,2,23604,61,0
66548,Paul Weiland,2,194113,67,3
82418,Erik Van Looy,2,17845,62,0
74257,Peter Joseph,2,13180,52,2
2662,Frank Capra,0,86084,44,1
37361,Anatole Litvak,2,86084,62,5
84827,Steven de Jong,0,260528,54,7
138006,Frederick Wiseman,2,114403,46,5
2662,Frank Capra,0,162865,62,0
37361,Anatole Litvak,2,162865,31,0
42205,Jag Mundhra,2,14076,43,1
119367,Robert Cary,2,27440,69,0
116155,Ere Kokkonen,2,36764,69,0
100036,D.W. Griffith,2,28196,68,2
932317,Małgorzata Szumowska,0,85394,35,2
64992,Hou Hsiao-hsien,2,52512,35,9
226553,Mahamat-Saleh Haroun,0,24171,32,0
68125,Frederic Golchan,0,171840,36,0
11593,Rudolph Maté,2,94405,37,0
11037,Lukas Moodysson,2,110761,71,6
1287732,Feng Xiaogang,0,29363,44,4
80602,Tyler Perry,2,15670,58,4
24939,George Seaton,2,37468,62,6
56194,Paolo Sorrentino,2,8832,59,2
4319,Stacy Peralta,2,18529,68,1
24560,Marion Vernoux,1,67384,56,1
38393,Marcel Pagnol,0,43873,65,2
1307,Bob Weinstein,2,40227,58,1
59839,Harvey Weinstein,2,40227,67,1
12891,Joss Whedon,2,14301,62,6
3831,Jean-Pierre Melville,2,27061,66,8
238954,Marc Allégret,2,43146,56,4
53068,Ryan Fleck,2,17003,62,4
53069,Anna Boden,1,17003,33,3
1037092,Cristian Nemescu,0,24220,51,0
19416,Ondi Timoner,1,34015,31,0
21526,Rod Lurie,2,14637,39,3
31140,Mary Stuart Masterson,1,16071,34,3
84110,Sam Dunn,2,16919,39,0
134101,Nacer Khemir,0,45882,62,6
80170,Tadeusz Chmielewski,2,64115,67,0
21290,Dave Foley,0,288035,42,0
112588,Kirby Dick,2,30312,60,3
72344,Asger Leth,0,38008,65,0
95568,Peter Watkins,0,26508,74,0
56150,Ellory Elkayem,2,28677,53,1
993018,Jacek Bromski,2,58018,44,4
64534,Isabelle Mergault,1,13710,58,1
35785,Siddharth Anand,2,15084,37,3
145130,Azazel Jacobs,2,18468,34,2
65271,Olaf Ittenbach,2,40465,58,0
80170,Tadeusz Chmielewski,2,75015,33,8
25882,Brad Turner,2,176241,41,0
40230,Kevin Hooks,2,176241,74,7
87055,Karen Disher,1,24232,31,2
119294,Abbas Kiarostami,0,47104,56,7
2388,Jonathan Frakes,2,14728,60,0
11983,Alain Resnais,2,59847,65,1
55983,Jim Henson,2,51302,65,0
1012174,Su Friedrich,1,123777,55,0
50583,Adam Rifkin,2,69342,72,2
543946,Hall Bartlett,2,56150,56,0
61440,Lance Bangs,0,38971,34,2
37451,Jean-Jacques Beineix,2,49691,49,0
1122764,Yariv Mozer,0,204996,40,1
65452,Mike Leigh,2,47870,39,4
1894,Scott Caan,2,41183,69,1
6817,Agnès Varda,1,38879,67,2
71307,Laetitia Colombani,0,15438,35,2
81437,Philippe Falardeau,2,17199,37,4
6818,Werner Herzog,2,99657,52,1
76927,Tommy Wirkola,2,17285,55,3
1270,Charles Martin Smith,2,12407,72,7
41040,Tony Gatlif,2,31670,41,3
3831,Jean-Pierre Melville,2,25047,55,1
1030914,Leesong Hee-il,2,33199,42,2
64992,Hou Hsiao-hsien,2,99600,69,3
56205,Atom Egoyan,2,8895,47,2
68750,Robert Townsend,2,164741,54,0
19012,Davis Guggenheim,2,22492,62,0
11528,Jean Renoir,2,43878,69,4
18281,Donald Petrie,2,23049,72,0
43993,Christophe Barratier,2,15457,41,3
72133,Vicente Amorim,0,12410,73,1
113337,Aleksey Balabanov,2,34869,65,2
5917,Ernie Barbarash,0,65990,33,0
24279,Paolo Taviani,2,42225,34,0
24281,Vittorio Taviani,0,42225,66,7
1236075,Jeffrey Bell,0,279606,37,5
80602,Tyler Perry,2,26367,71,3
40864,Andrew Bujalski,0,36703,57,1
9730,Jean Cocteau,2,185591,60,3
15705,Joseph Pevney,2,62396,38,2
95024,Bobcat Goldthwait,2,20178,58,2
17087,Michael Moore,2,22074,43,0
89154,Prabhu Deva,2,22717,69,2
89814,R. J. Cutler,2,23044,70,4
142594,Les Blank,0,99189,51,9
12708,Peter Billingsley,2,19899,40,0
2428,Ernst Lubitsch,2,48214,52,3
29905,Marguerite Duras,1,85927,30,2
13848,Charlie Chaplin,2,53423,66,1
33433,Scott Hicks,2,23512,50,0
83784,Jan Švankmajer,2,19035,55,1
126971,Marco Risi,0,84089,65,1
77269,John Crowley,2,22447,52,1
22812,Marion Hänsel,1,197552,30,3
1103,Bill Duke,2,14834,69,3
141713,Aleksandr Dovzhenko,2,85715,44,2
1305281,Jack Chambers,2,113520,50,6
935136,Jean-Marie Straub,0,95600,38,1
935137,Danièle Huillet,1,95600,38,0
95723,Richard Wallace,2,77121,39,3
29802,Marty Feldman,2,55628,55,0
63937,Albert Pyun,2,31002,70,1
47061,Jörn Donner,0,23269,64,0
33223,Hal Roach,2,53516,54,0
62644,50 Cent,2,25467,55,4
1092209,Hollis Frampton,2,88276,40,0
930709,Ken Jacobs,2,126863,67,1
936169,Michael Snow,2,90041,31,0
270361,Aleksey German,0,83491,36,3
163412,Jack Smith,2,47122,47,1
574846,Mark Donskoy,0,129417,56,3
935136,Jean-Marie Straub,0,128846,63,1
20640,Chen Kaige,2,148597,56,0
1065698,Norman McLaren,2,129303,46,2
563824,Álvaro Fernández Armero,0,100122,72,0
83865,Zbigniew Rybczynski,0,48496,73,1
93916,Regardt van den Bergh,2,29697,53,1
107395,Nick Willing,2,61872,54,6
17633,Rob Marshall,2,10197,36,0
52405,Michael Hoffman,2,36811,35,3
24501,Pierre Richard,2,40054,53,0
37846,Emeric Pressburger,2,17591,62,1
68424,Michael Powell,2,17591,58,1
48965,Anthony Hickox,2,122163,72,6
15206,Jim McBride,2,352237,51,0
935136,Jean-Marie Straub,0,97032,55,0
935137,Danièle Huillet,1,97032,57,1
574846,Mark Donskoy,0,148536,50,0
17208,Danny Lerner,2,20236,36,0
21808,Matthew Chapman,2,65572,46,2
101399,Claudia Llosa,1,28644,49,0
73022,Robert Culp,2,85126,70,0
121798,Joko Anwar,2,39023,49,3
17268,Ronny Yu,0,187401,51,1
932161,Albert Serra,0,119905,57,0
17447,Terry Zwigoff,0,87065,69,0
64508,Sidney J. Furie,2,28280,36,2
4610,John Landis,2,26765,30,0
65843,Mihalis Kakogiannis,2,164421,61,1
5125,Fatih Akin,2,31175,42,0
12804,Peter Yates,2,44941,59,2
93911,Terence Davies,2,49956,52,1
543652,Ritwik Ghatak,2,86303,48,2
38883,Arnaud Desplechin,2,83994,61,4
65452,Mike Leigh,2,23999,59,2
480666,Katarzyna Roslaniec,1,32559,58,0
73833,Bo Zenga,2,23988,74,0
236376,Paul Wilmshurst,0,186129,58,1
122402,Kari Väänänen,0,62775,59,0
573606,Ademir Kenović,0,49807,45,0
19266,Larry Cohen,2,79509,69,4
94749,Jiang Xiao,0,26137,48,1
57854,Cheryl Hines,1,27989,47,1
548474,Wong Jing,2,18670,30,2
109891,Klaus Härö,0,55522,43,2
1150487,Peter Sunde,0,15324,31,0
1927,Blake Edwards,2,42586,57,4
89395,Katherine Dieckmann,1,22805,59,0
227212,David Betances,0,22166,67,3
93911,Terence Davies,2,29785,33,4
96423,Aleksandr Seryj,0,20871,30,3
16214,Mario Van Peebles,2,36233,37,2
51866,Rick Famuyiwa,0,34563,58,0
19656,Sebastian Gutierrez,2,31723,68,1
91388,Havana Marking,1,24225,32,2
1387146,Mark Region,2,64104,61,1
18627,Paul Morrissey,0,89199,39,5
54645,Nia Vardalos,1,20825,39,1
932629,Pasupuleti Krishna Vamsi,0,161179,48,0
15175,William Friedkin,0,24429,63,0
60438,Michael Landon Jr.,2,22488,62,1
1219521,Mark Goffman,0,35207,52,2
5026,Akira Kurosawa,2,17988,57,3
20028,Danis Tanović,2,17960,61,3
12711,R.D. Robb,0,37857,36,4
25236,Johnnie To,0,18899,58,5
52172,Sam Newfield,2,121351,37,4
2226,Sydney Pollack,2,42217,30,0
550149,Dan Merchant,0,42910,32,3
172,Michael Winterbottom,2,41116,53,0
182,Mat Whitecross,2,41116,52,0
585182,Mads Brügger,2,52249,37,2
8783,Eric Bana,2,20311,66,1
1294627,Yoo Ha,0,23538,32,0
70100,Shinji Aramaki,0,31261,62,0
107855,Hideki Futamura,0,31261,57,0
121402,Louis J. Gasnier,0,116746,37,6
65314,Giuseppe Tornatore,0,25846,63,0
90204,José Mojica Marins,0,30913,64,0
53372,Nandita Das,1,22241,61,1
105251,Severin Eskeland,0,29923,53,1
3776,Jean-Luc Godard,2,32720,43,6
107762,Alexander Sokurov,0,254738,61,0
130023,Stuart Burge,0,44006,72,2
113855,Xavier Giannoli,0,35164,45,3
56214,Nuri Bilge Ceylan,2,52072,33,6
21684,Bong Joon-ho,2,21531,66,2
71797,Alex Gibney,2,44999,50,4
108847,Timo Koivusalo,0,41142,43,0
65452,Mike Leigh,2,61120,60,1
114597,Julie Anne Robinson,1,56809,47,1
37561,Fernando Colomo,0,46341,36,5
172,Michael Winterbottom,2,37414,39,0
126973,Aurelio Grimaldi,0,108705,36,0
29720,Abel Gance,2,70804,62,1
123132,Jac Schaeffer,0,39545,52,0
39104,Abel Ferrara,2,120529,50,0
25873,Jon Cassar,0,13989,48,7
3224,Stephen Frears,0,43699,48,1
33315,Richard Loncraine,2,45371,65,2
6295,Catherine Breillat,1,41499,58,3
313,Ellen Kuras,1,40215,47,1
99200,Marie-Monique Robin,0,27865,31,0
11614,M. Night Shyamalan,2,10196,30,0
4275,Alain Chabat,2,37652,34,1
95568,Peter Watkins,0,61302,49,2
3224,Stephen Frears,0,34991,40,1
34517,Trey Parker,2,16023,71,0
30165,Mark Sandrich,2,150778,31,2
117075,Henry Jaglom,2,142052,32,6
58616,Sakichi Satô,0,27843,52,4
129718,Shana Feste,0,32395,41,4
129716,Julio DePietro,2,39037,49,4
3974,Miloš Forman,2,59881,34,1
118506,Stefan Faldbakken,2,37766,66,4
57022,Josef Fares,0,32497,67,0
100888,Chuck Jones,2,20007,59,3
19707,Charles Band,2,29168,38,2
89576,Jeffrey Blitz,2,63075,63,0
14773,Don Siegel,2,24508,73,4
3776,Jean-Luc Godard,2,52713,64,6
31894,Ettore Scola,2,77334,51,0
80570,Walter Lang,2,46011,73,4
17108,Jonathan Caouette,2,42039,53,0
19003,Heidi Ewing,0,44806,46,2
19006,Rachel Grady,0,44806,39,1
65608,Leon Gast,2,47912,59,2
73289,Conor McPherson,0,39563,52,6
126910,Derrick Borte,2,41479,61,5
69711,Jugal Hansraj,2,29538,46,4
12804,Peter Yates,2,207937,46,0
18209,Claude Miller,2,62981,43,6
1066960,María Luisa Bemberg,1,42085,38,0
6593,John Huston,2,84701,69,5
60981,Peter Brook,2,42495,31,1
124294,Josh Fox,2,40663,74,0
96199,Liz Garbus,1,121471,54,3
54767,Mika Kaurismäki,2,103745,68,0
26775,Liu Chia-Liang,2,54182,38,0
108847,Timo Koivusalo,0,55403,51,1
57130,Todd Phillips,2,46697,72,0
143402,Karin Albou,0,50338,33,0
76981,Delmer Daves,2,52337,55,0
54767,Mika Kaurismäki,2,33481,58,1
65879,Kristian Levring,0,15834,74,0
37493,Luis García Berlanga,2,107612,63,3
1152,Oliver Stone,2,33909,52,0
36693,Richard Eyre,2,121154,66,7
114004,Noah Buschel,0,35219,40,5
102445,John Sayles,2,72913,35,0
14674,George Cukor,0,94959,47,4
183439,Ahmed Ahmed,2,159186,50,4
4387,François Ozon,2,22136,71,8
138006,Frederick Wiseman,2,125946,65,2
223909,Hue Rhodes,2,27023,70,0
69982,Jeff Bleckner,2,52221,67,2
82413,Jack Conway,2,117211,63,2
133631,Colin Levy,0,45745,46,2
142272,Henry Joost,2,42296,66,1
142276,Ariel Schulman,2,42296,54,5
61440,Lance Bangs,0,41994,67,7
86482,Mark Tonderai,2,20034,41,0
2725,Rainer Werner Fassbinder,2,10311,52,0
56194,Paolo Sorrentino,2,53486,71,0
8688,Diego Luna,2,206577,51,4
17582,Nikos Nikolaidis,2,76825,50,3
80386,Zoya Akhtar,0,16344,56,2
10790,Sam Wood,2,174792,60,1
21863,Sebastian Junger,2,39312,35,2
131948,Tim Hetherington,0,39312,56,1
19012,Davis Guggenheim,2,39440,69,1
51373,Larry Peerce,2,86233,63,4
86462,Kirk Jones,0,20700,41,8
74378,Aleksandar Petrović,0,127083,74,6
95501,Yasujirō Ozu,0,27372,36,6
134859,Lauro Chartrand,2,46103,39,1
1214133,Lamont Johnson,2,31605,74,1
190,Clint Eastwood,2,44603,46,3
150390,Emily Atef,0,54315,55,6
3776,Jean-Luc Godard,2,79591,50,0
4956,Bernardo Bertolucci,2,79591,57,1
6111,Mike Figgis,2,79591,31,0
9888,Claire Denis,1,79591,72,2
10249,Volker Schlöndorff,2,79591,30,1
11720,Jiří Menzel,2,79591,65,1
28898,Michael Radford,2,79591,55,0
225898,István Szabó,0,79591,58,1
6011,Michael Haneke,2,26891,50,5
32799,Angela Bettis,1,45593,40,0
1012088,James Benning,2,126238,69,3
139772,Dimitri Kirsanoff,2,48000,40,2
24547,René Manzor,2,64340,65,5
64901,Gordon Chan,0,44571,68,0
7017,Roger Michell,2,38357,69,8
83189,Paolo Virzì,2,36940,64,2
34453,Kevin Bray,2,15012,63,9
53276,Galt Niederhoffer,1,41556,53,6
96369,Carlos Saura,2,52998,51,0
935705,Michael Dudok de Wit,2,48486,34,0
38507,Francis Veber,2,56648,62,0
141475,Billy Corben,2,26769,65,2
28279,Agnès Jaoui,1,15436,49,0
182,Mat Whitecross,2,37234,48,0
19266,Larry Cohen,2,28155,64,1
130101,Rob Stefaniuk,2,44028,72,0
26882,Kiyoshi Kurosawa,2,32234,46,0
801,Michael Glawogger,2,63290,74,1
34264,Marco Ferreri,2,56693,72,0
120229,Jafar Panahi,2,40882,63,1
87267,Francesco Rosi,2,62789,38,1
222686,Mia Hansen-Løve,0,43614,55,1
109598,Šarūnas Bartas,2,99738,31,5
11523,Georges Méliès,0,49296,38,2
11523,Georges Méliès,0,195311,38,1
