ActorID,Name,Gender,Role,MovieID,Born_Date
14195,Katie Sagona,1,Young Kathleen Kelly,9489,1957
9464,Greg Kinnear,2,Frank Navasky,9489,1993
20412,Parker Posey,1,Patricia Eden,9489,1963
11661,Jean Stapleton,1,Birdie Conrad,9489,1995
24726,Steve Zahn,2,George Pappas,9489,1987
9918,Heather Burns,1,Christina Plutzker,9489,1981
5413,Dabney Coleman,2,Nelson Fox,9489,1955
9711,Hallee Hirsh,1,Annabelle Fox,9489,1982
5863,Dave Chappelle,2,Kevin Jackson,9489,1978
12888,John Randolph,2,Schulyer Fox,9489,2001
3813,Cara Seymour,1,Gillian Flynn,9489,1953
6214,Deborah Rush,1,Veronica Cash,9489,1979
23368,Sara Ramirez,1,Rose,9489,1958
4597,Chris Messina,2,Fox Salesperson,9489,1982
9998,Helena Bonham Carter,1,Jane Hatchard,76857,1976
14419,Kenneth Branagh,2,Richard,76857,1979
8837,Gemma Jones,1,Anne,76857,1986
10197,Holly Aird,1,Julie,76857,1953
21703,Ray Stevenson,2,Gigolo,76857,1985
12944,John Travolta,2,Jan Schlichtmann,9422,1979
22342,Robert Duvall,2,Jerome Facher,9422,1993
26046,Tony Shalhoub,2,Kevin Conway,9422,2001
27177,William H. Macy,2,James Gordon,9422,1969
27754,Zeljko Ivanek,2,Bill Crowley,9422,1996
3570,Bruce Norris,2,William Cheeseman,9422,1951
12822,John Lithgow,2,Judge Walter J. Skinner,9422,1975
14127,Kathleen Quinlan,1,Anne Anderson,9422,1966
20992,Peter Jacobson,2,Neil Jacobs,9422,2002
17547,Mary Mara,1,Kathy Boyer,9422,1950
11153,James Gandolfini,2,Al Love,9422,1997
24606,Stephen Fry,2,Pinder,9422,1963
5504,Dan Hedaya,2,John Riley,9422,1987
6120,David Thornton,2,Richard Aufiero,9422,1954
25035,Sydney Pollack,2,Al Eustis,9422,1952
19436,Ned Eisenberg,2,Uncle Pete,9422,1977
5668,Daniel von Bargen,2,Mr. Granger,9422,1972
3459,Brian Turk,2,Mover,9422,1994
22258,Rob McElhenney,2,Teenager on Property,9422,1954
852,Alfre Woodard,1,Loretta Sinclair,125582,1984
386,"Al Freeman, Jr.",2,Earl Sinclair,125582,1953
7853,Esther Rolle,1,Annie Sinclair,125582,1954
17505,Mary Alice,1,Rosa Lynn Sinclair,125582,1980
16147,Loretta Devine,1,Zenia,125582,1952
27068,Wesley Snipes,2,Will Sinclair,125582,1968
23625,Sean Penn,2,Eddie,24525,1976
14572,Kevin Spacey,2,Mickey,24525,1961
22544,Robin Wright,1,Darlene,24525,1999
4395,Chazz Palminteri,2,Phil,24525,1958
8751,Garry Shandling,2,Artie,24525,1999
1726,Anna Paquin,1,Donna,24525,1991
17974,Meg Ryan,1,Bonnie,24525,1996
11589,Jay Underwood,0,Eric,24086,1991
8532,Fred Savage,2,Louis,24086,1976
3175,Bonnie Bedelia,1,Charlene,24086,1973
5126,Colleen Dewhurst,1,Mrs. Sherman,24086,1974
8524,Fred Gwynne,2,Uncle Hugo,24086,1978
16355,Lucy Deakins,1,Milly,24086,2005
11512,Jason Priestley,2,Gary,24086,1974
5993,David Hedison,2,Andre Delambre,11815,1974
20490,Patricia Owens,1,Helene Delambre,11815,1955
26712,Vincent Price,2,François Delambre,11815,1993
10105,Herbert Marshall,2,Insp. Charas,11815,1992
14115,Kathleen Freeman,1,Emma,11815,2005
2869,Betty Lou Gerson,1,Nurse Andersone,11815,1984
4276,Charles Herbert,2,Philippe Delambre,11815,1958
2832,Bess Flowers,1,Lady at the Ballet (uncredited),11815,1991
26058,Torben Meyer,2,Gaston,11815,2005
27079,Whoopi Goldberg,1,Terry Dolittle,10945,1972
24598,Stephen Collins,2,Marty Phillips,10945,1957
13111,Jonathan Pryce,2,Jack,10945,1961
12964,John Wood,2,Jeremy Talbott,10945,1984
3955,Carol Kane,1,Cynthia,10945,1975
22777,Roscoe Lee Browne,2,Archer Lincoln,10945,1983
13045,Jon Lovitz,2,"Doug, 1st National Bank",10945,1958
21092,Phil Hartman,2,"Fred, 1st National Bank",10945,1996
12245,Jim Belushi,2,Sperry Repairman / Furious Cab Driver / Injured Cop,10945,1964
26097,Tracey Ullman,0,Fiona,10945,2003
3700,C. Thomas Howell,2,Mark Watson,12278,1950
21507,Rae Dawn Chong,1,Sarah Walker,12278,1998
2227,Arye Gross,2,Gordon Bloomfeld,12278,1951
11136,James Earl Jones,0,Professor Banks,12278,1969
18086,Melora Hardin,1,Whitney Dunbar,12278,1979
15734,Leslie Nielsen,2,Mr. Dunbar,12278,1993
13512,Julia Louis-Dreyfus,1,Lisa Stimson,12278,1996
18023,Mel Gibson,2,Porter,2112,1984
14916,Kris Kristofferson,2,Bronson,2112,1977
9479,Gregg Henry,2,Val Resnick,2112,1984
16970,Maria Bello,1,Rosie,2112,1974
6077,David Paymer,2,Arthur Stegman,2112,2002
2928,Bill Duke,2,Det. Hicks,2112,1964
6204,Deborah Kara Unger,1,Mrs. Lynn Porter,2112,1965
12762,John Glover,2,Phil,2112,1979
27161,William Devane,2,Carter,2112,1972
16362,Lucy Liu,1,Pearl,2112,1959
10826,Jack Conley,2,Det. Leary,2112,1967
11112,James Coburn,2,Justin Fairfax,2112,1962
26156,Trevor St. John,2,Johnny Bronson,2112,1996
8552,Freddy Rodríguez,2,Messenger,2112,1998
2679,Ben Becker,2,Robert Biberti,9524,1957
9963,Heino Ferch,2,Roman Cycowski,9524,1952
26295,Ulrich Noethen,2,Harry Frommermann,9524,2001
9964,Heinrich Schafmeister,2,Erich A. Collin,9524,1992
17904,Max Tidof,0,Ari Leschnikoff,9524,1976
13814,Kai Wiesinger,2,Erwin Bootz,9524,1989
18126,Meret Becker,1,Erna Eggstein,9524,1999
14203,Katja Riemann,1,Mary Cycowski,9524,1951
22636,Rolf Hoppe,2,Julius Streicher,9524,1965
5553,Dana Vávrová,1,Ursula Bootz,9524,1963
3343,Brendan Fraser,2,Adam Webber,11622,1954
914,Alicia Silverstone,0,Eve Rustikoff,11622,1956
4833,Christopher Walken,2,Calvin Webber,11622,1988
24239,Sissy Spacek,1,Helen Thomas Webber,11622,1952
19390,Nathan Fillion,2,Cliff,11622,1978
5867,Dave Foley,0,Troy,11622,1988
12591,Joey Slotnick,2,Soda Jerk,11622,1993
17507,Mary Ann Hermansen,1,Heather,11622,1995
6205,Deborah Kellner,0,Miss Sweet,11622,2005
6703,Don Yesso,2,Jerry,11622,1953
5361,Cynthia Mace,1,Betty,11622,1965
22566,Rod Britt,2,Hotel Desk Clerk,11622,1997
9854,Harry S. Murphy,2,Bob,11622,1952
11847,Jenifer Lewis,1,Dr. Aron,11622,1975
14518,Kevin Costner,2,Garrett Blake,10207,1978
22544,Robin Wright,1,Theresa Osborne,10207,1964
20699,Paul Newman,2,Dodge Blake,10207,1984
12903,John Savage,2,Johnny Land,10207,1963
10473,Illeana Douglas,1,Lina Paul,10207,1998
22279,Robbie Coltrane,2,Charlie Toschi,10207,2005
12102,Jesse James,2,Jason Osborne,10207,1999
2845,Bethel Leslie,1,Marta Land,10207,1953
25814,Tom Aldredge,2,Hank Land,10207,1958
26793,Viveka Davis,1,Alva,10207,1982
21646,Raphael Sbarge,2,Andy,10207,1968
22040,Richard Hamilton,2,Chet,10207,1964
22801,Rosemary Murphy,1,Helen at the B&B,10207,2002
24738,Steven Eckholdt,2,David Osborne,10207,1996
24902,Susan Brightbill,1,Catherine Land Blake,10207,1986
6074,David Paris,2,Helicopter Pilot #1,10207,1970
20468,Patricia Belcher,1,Annie,10207,1986
11920,Jennifer Lamb,1,Woman on Sinking Boat,10207,1988
9899,Hayden Panettiere,1,Girl on Sinking Boat,10207,1999
13525,Julia Sweeney,1,Herself,82865,1993
2676,Ben Affleck,2,Bartender,15256,2002
4035,Casey Affleck,2,Tom,15256,1970
5863,Dave Chappelle,2,Disco Cabbie,15256,1965
14038,Kate Hudson,1,Cindy,15256,1969
11378,Janeane Garofalo,1,Ellie,15256,1959
5263,Courtney Love,1,Lucy,15256,1992
11575,Jay Mohr,2,Jack,15256,1983
19672,Nicole Ari Parker,1,Bridget,15256,1964
17411,Martha Plimpton,1,Monica,15256,1976
4710,Christina Ricci,1,Val,15256,1969
20716,Paul Rudd,2,,15256,1967
7135,Edward Furlong,2,Jeff Matthews,10906,1953
1887,Anthony Edwards,2,Chase Matthews,10906,1985
4912,Clancy Brown,2,Sheriff Gus Gilbert,10906,1987
11441,Jared Rushton,2,Clyde Parker,10906,1997
23446,Sarah Trigger,1,Marjorie Hargrove,10906,1961
16029,Lisa Waltz,0,Amanda Gilbert,10906,1990
5811,Darlanne Fluegel,1,Renee Hallow,10906,1993
4380,Charlton Heston,2,Alan Murdock,27932,1977
13900,Karen Black,1,Nancy Pryor,27932,1985
9304,Gloria Swanson,1,Gloria Swanson,27932,1981
8963,George Kennedy,2,Joe Patroni,27932,1953
7168,"Efrem Zimbalist, Jr.",2,Captain Stacy,27932,1972
24904,Susan Clark,1,Helen Patroni,27932,1991
9989,Helen Reddy,1,Sister Ruth,27932,1992
15881,Linda Blair,1,Janice Abbott,27932,1974
5535,Dana Andrews,2,Scott Freeman,27932,2000
22859,Roy Thinnes,2,Urias,27932,1983
24122,Sid Caesar,2,Barney,27932,1970
19096,Myrna Loy,1,Mrs. Devaney,27932,1994
7001,Ed Nelson,2,Major John Alexander,27932,1976
19206,Nancy Olson,1,Mrs. Abbott,27932,1976
15242,Larry Storch,2,Glenn Purcell,27932,1959
17413,Martha Scott,1,Sister Beatrice,27932,1969
12061,Jerry Stiller,2,Sam,27932,1974
19967,Norman Fell,2,Bill,27932,1961
5174,Conrad Janis,2,Arnie,27932,1998
2876,Beverly Garland,1,Mrs. Scott Freeman,27932,1984
15896,Linda Harrison,1,Winnie,27932,1980
9622,Guy Stockwell,2,Colonel Moss,27932,1965
7747,Erik Estrada,2,Julio,27932,2004
14779,Kip Niven,2,Lt. Thatcher,27932,1964
10583,Irene Tsu,1,Carol,27932,1969
427,Alan Fudge,2,Danton,27932,2004
2386,Austin Stoker,2,Air Force Sgt.,27932,1995
23907,Sharon Gless,1,Sharon,27932,1959
22381,Robert Ito,2,Passenger,27932,2001
4689,Christiane Schmidtmer,1,Angie Bell - Passenger,27932,1979
10858,Jack Lemmon,2,Capt. Don Gallagher,7227,1953
15488,Lee Grant,1,Karen Wallace,7227,1985
3336,Brenda Vaccaro,1,Eve Clayton,7227,1976
13221,Joseph Cotten,2,Nicholas St. Downs III,7227,1976
20154,Olivia de Havilland,1,Emily Livingston,7227,1985
11241,James Stewart,2,Philip Stevens,7227,1983
8963,George Kennedy,2,Joe Patroni,7227,1958
5829,Darren McGavin,2,Stan Buchek,7227,1974
4801,Christopher Lee,2,Martin Wallace,7227,1965
22353,Robert Foxworth,2,Chambers,7227,1966
22377,Robert Hooks,2,Eddie,7227,1963
18978,Monte Markham,2,Banker,7227,1971
14127,Kathleen Quinlan,1,Julie,7227,1991
9149,Gil Gerard,2,Frank Powers,7227,1955
16686,Maidie Norman,1,Dorothy,7227,1978
16546,M. Emmet Walsh,2,Dr. Williams,7227,2004
2117,Arlene Golonka,1,Mrs. Stern,7227,1973
18956,Monica Lewis,1,Anne,7227,1955
20318,Pamela Bellwood,1,Lisa,7227,1984
8945,George Furth,2,Gerald Lucas,7227,1996
5786,Dar Robinson,2,Larry,7227,2003
401,Alain Delon,2,Capt. Paul Metrand,29723,1962
24899,Susan Blakely,1,Maggie Whelan,29723,1953
22479,Robert Wagner,2,Dr. Kevin Harrison,29723,1967
25053,Sylvia Kristel,1,Isabelle,29723,1974
8963,George Kennedy,2,Capt. Joe Patroni,29723,1993
7014,Eddie Albert,2,Eli Sands,29723,1988
2901,Bibi Andersson,1,Francine,29723,1988
4385,Charo,1,Margarita,29723,1952
12705,John Davidson,2,Robert Palmer,29723,2005
1314,Andrea Marcovicci,1,Alicia Rogov,29723,1954
4868,Cicely Tyson,1,Elaine,29723,1962
17412,Martha Raye,1,Loretta,29723,2001
12298,Jimmie Walker,2,Boisie,29723,1998
18106,Mercedes McCambridge,1,Nelli,29723,1987
25027,Sybil Danning,1,Amy,29723,1996
6984,Ed Begley Jr.,2,Rescuer #1,29723,1992
11812,Jeffrey DeMunn,0,,107946,1985
12921,John Slattery,2,,107946,1963
11252,James Van Der Beek,2,,107946,1980
8559,Frederick Weller,2,,107946,1963
17550,Mary McCormack,1,,107946,2005
27083,Wil Horneff,2,,107946,1971
13559,Julianne Nicholson,1,,107946,1969
20757,Paula Garcés,1,,107946,1950
15993,Lisa Emery,1,,107946,1963
13291,Josh Lucas,1,,107946,1962
1395,Andrew Lowery,0,Johnny,31503,1997
26101,Traci Lind,1,Missy McCloud,31503,1957
5769,Danny Zorn,2,Eddie,31503,1997
7140,Edward Herrmann,2,Mr. Dingle,31503,1998
17512,Mary Beth Hurt,1,Mrs. Dingle,31503,1980
11577,Jay O. Sanders,2,Sheriff McCloud,31503,1965
15804,Libby Villari,0,Camille McCloud,31503,1994
17761,Matthew Fox,2,Buck Van Patten,31503,1988
21136,Philip Seymour Hoffman,2,Chuck Bronski,31503,1995
20632,Paul Dooley,2,Big Chuck,31503,1963
14131,Kathleen Turner,1,Elena Kinder,22345,1975
4802,Christopher Lloyd,2,Heep,22345,1965
14623,Kim Cattrall,1,Robin,22345,1985
21010,Peter MacNicol,2,Dan,22345,1970
6601,Dom DeLuise,2,Lenny,22345,1999
5517,Dan Monahan,0,Reporter,22345,1968
11926,Jennifer Love Hewitt,1,Deb Freidman,53685,1974
20959,Peter Facinelli,2,Phil Fazzulo,53685,1979
17772,Matthew Lillard,2,Adam Ginesberg,53685,1984
5856,Dash Mihok,2,Dennis Nolan,53685,1991
11915,Jennifer Jostyn,1,Beth Taylor,53685,1972
11967,Jensen Daggett,1,Susan,53685,1969
9185,Gina Philips,1,Kristen Barrett,53685,1966
8425,Frank Medrano,0,Sal Lombardo,53685,1973
23862,Shanna Moakler,1,Cheryl Tangeray,53685,1982
4356,Charlotte Ayanna,1,Allison Fazio,53685,1981
16802,Marc Bossley,0,Tommy Spahn,53685,1979
23290,Sandra Bullock,1,Sarah Lewis,1641,1956
2676,Ben Affleck,2,Ben Holmes,1641,2001
17819,Maura Tierney,1,Bridget Cahill,1641,1996
24726,Steve Zahn,2,Alan,1641,1980
3083,Blythe Danner,1,Virginia,1641,1998
22739,Ronny Cox,2,Hadley,1641,2003
18262,Michael Fairman,2,Richard Holmes,1641,1970
22105,Richard Schiff,2,Joe,1641,1963
2309,Athena Maria Bitzis,0,Juanita the Bull Tamer,1641,1973
263,Afemo Omilami,2,Cab Driver,1641,1970
6113,David Strickland,2,Steve Montgomery,1641,1976
10850,Jack Kehler,2,Vic DeFranco,1641,1952
11384,Janet Carroll,1,Barbara Holmes,1641,1986
18125,Meredith Scott Lynn,1,Debbie,1641,2005
9002,George Wallace,2,Max,1641,1964
24690,Steve Hytner,2,Jack Bailey,1641,1997
12717,John Doe,2,Carl Lewis,1641,1959
1790,Anne Haney,1,Emma,1641,1951
2821,Bert Remsen,2,Ned,1641,1966
13593,Julie Ivey,1,Beth,1641,1985
5759,Danny Scalf,2,Skycap,1641,1987
20442,Pat Crawford Brown,1,Florence,1641,1987
2930,Bill Erwin,2,Murray,1641,1996
4028,Carter Reedy,2,Groomsman,1641,1976
13886,Kara Hamilton,1,Kirsten,1641,1968
27210,William Marquez,2,Herman,1641,1959
18235,Michael Cudlitz,2,Bartender,1641,1962
15806,Libby Whittemore,1,Car Rental Agent,1641,1971
5480,Dan Albright,2,Officer McDonnell,1641,1964
18665,Mike Pniewski,2,Conductor,1641,1974
25336,Taylor Gilbert,1,Dr. Keller,1641,1986
8355,Francisco De Ramírez,2,Bus Driver,1641,2003
23991,Shelly Desai,2,Cabbie,1641,1965
4203,Chad Ridgely,2,Police Officer,1641,1981
22269,Rob Springer,2,Wedding Videographer,1641,1985
12437,Joanne Pankow,1,Sunseeker Gladys,1641,1991
2923,Bill Coates,2,Sunseeker,1641,1993
15662,Leon Lamar,2,Sunseeker,1641,1971
3110,Bob King,0,Sunseeker,1641,1966
5484,Dan Biggers,2,Justice of the Peace,1641,1998
4108,Catherine McCormack,0,Veronica Franco,8583,2002
22892,Rufus Sewell,2,Marco Venier,8583,1981
10947,Jacqueline Bisset,1,Paola Franco,8583,1996
20115,Oliver Platt,2,Maffio Venier,8583,1991
19249,Naomi Watts,1,Giulia De Lezze,8583,1997
11066,Jake Weber,2,King Henry,8583,1981
20577,Patrizia Leonet,0,Courtesan,8583,1979
24701,Steve Martin,2,Henry Clark,8970,1960
9330,Goldie Hawn,1,Nancy Clark,8970,1996
12694,John Cleese,0,Mr. Mersault,8970,2000
17306,Mark McKinney,2,Greg,8970,1972
12134,Jessica Cauffiel,1,Susan Clark,8970,1960
4334,Charlie Dell,2,Janitor on Train,8970,1958
25894,Tom Riis Farrell,2,Andrew Lloyd Webber,8970,1996
5362,Cynthia Nixon,1,Sheena,8970,1984
13294,Josh Mostel,2,Dr. Faber,8970,1981
1790,Anne Haney,1,Woman in Bathroom,8970,1961
3851,Carlease Burke,1,Airline Representative,8970,1984
4639,Christian Bale,2,,30950,1991
7555,Emily Watson,0,,30950,1953
15545,Lee Ross,2,Toni,30950,1983
7452,Elsa Zylberstein,1,Annick,30950,1952
23428,Sarah Polley,1,Ronna,9430,2003
14186,Katie Holmes,1,Claire,9430,2004
11575,Jay Mohr,2,Zack,9430,1954
25711,Timothy Olyphant,2,Todd,9430,2002
27166,William Fichtner,2,Burke,9430,1992
23581,Scott Wolf,2,Adam,9430,1953
22435,Robert Peters,2,Switterman,9430,1998
24974,Suzanne Krull,1,Stringy Haired Woman,9430,1950
6370,Desmond Askew,2,Simon Baines,9430,1976
19387,Nathan Bexton,2,Mannie,9430,1958
18071,Melissa McCarthy,1,Sandra,9430,2003
25330,Taye Diggs,2,Marcus,9430,1990
3322,Breckin Meyer,2,Tiny,9430,1964
11135,James Duval,2,Singh,9430,1954
11356,Jane Krakowski,1,Irene,9430,1995
11580,Jay Paulson,2,Loop,9430,1959
14088,Katharine Towne,0,Becky,9430,1950
20466,Patricia Arquette,1,Sandra Dunmore,49981,1963
6366,Dermot Mulroney,2,Jake Dunmore,49981,1982
17578,Mary-Louise Parker,1,Peggy Blane,49981,1979
7404,Ellen DeGeneres,1,Stg. Rita Pompano,49981,1973
12864,John Neville,2,Bradley,49981,1953
21696,Ray McKinnon,2,Rollins,49981,1989
719,Alex Rocco,2,Det. Crowley,49981,1990
6675,Don Johnson,0,Ben Dunmore,49981,1992
17659,Mathieu Demy,2,Olivier,25512,1989
26771,Virginie Ledoyen,1,Jeanne,25512,1980
10969,Jacques Bonnaffé,0,François,25512,1992
26437,Valérie Bonneton,1,Sophie,25512,1981
17454,Martin Landau,2,Gordon Trout,143299,1951
14916,Kris Kristofferson,2,Eddie,143299,1950
23949,Shawn Hatosy,2,Cam,143299,1984
9933,Heather McComb,0,Crystal,143299,1985
7306,Elisabeth Moss,1,Jodi,143299,1976
6452,Diane Venora,1,Celeste,143299,1950
12702,John Cusack,2,Nick Falzone,12596,1951
2981,Billy Bob Thornton,2,Russell Bell,12596,1983
4068,Cate Blanchett,1,Connie Falzone,12596,1996
1561,Angelina Jolie,1,Mary Bell,12596,1967
8843,Gene Dinovi,2,Enzo Sorrento,12596,1984
22904,Rupert Everett,2,Oberon,10210,1968
3722,Calista Flockhart,1,Helena,10210,1951
14544,Kevin Kline,2,Nick Bottom,10210,1982
18557,Michelle Pfeiffer,1,Titania,10210,2002
24493,Stanley Tucci,2,Puck,10210,1994
4639,Christian Bale,2,Demetrius,10210,1993
24387,Sophie Marceau,1,Hippolyta,10210,1977
6111,David Strathairn,2,Theseus,10210,2001
1688,Anna Friel,1,Hermia,10210,1961
6624,Dominic West,2,Lysander,10210,1956
22613,Roger Rees,2,Peter Quince,10210,1956
17906,Max Wright,2,Robin Starveling,10210,1983
9495,Gregory Jbara,2,Snug,10210,1959
2936,Bill Irwin,2,Tom Snout,10210,1965
23183,Sam Rockwell,2,Francis Flute,10210,1962
2795,Bernard Hill,2,Egeus,10210,1989
12913,John Sessions,2,Philostrate,10210,1983
6346,Deon Richmond,2,Gregory Reed,53862,1966
6713,Donald Faison,2,June Nelson,53862,2002
9623,Guy Torry,2,Fish,53862,1972
16683,Maia Campbell,1,Cinny Hawkins,53862,1967
1029,Aloma Wright,1,Louise Reed,53862,2000
14027,Kate Capshaw,1,Helen,31342,1975
3083,Blythe Danner,1,Lillian MacFarquhar,31342,1955
7404,Ellen DeGeneres,1,Janet Hall,31342,1973
13559,Julianne Nicholson,1,Jennifer,31342,1975
25846,Tom Everett Scott,2,Johnny,31342,1979
25901,Tom Selleck,2,George Matthias,31342,1986
9303,Gloria Stuart,1,Eleanor,31342,1965
2917,Bill Buell,2,Officer Dan,31342,1994
889,Alice Drummond,1,Postal Clerk,31342,1964
7749,Erik Jensen,2,Ray,31342,1969
12132,Jessica Capshaw,1,Kelly,31342,1993
20947,Peter Cushing,2,John Banning,18990,2002
4801,Christopher Lee,2,"Kharis, the Mummy",18990,2004
27673,Yvonne Furneaux,1,Isobel Banning / Princess Ananka,18990,1955
7021,Eddie Byrne,2,Inspector Mulrooney,18990,1991
8131,Felix Aylmer,2,Stephen Banning,18990,2004
21719,Raymond Huntley,2,Joseph Whemple,18990,1991
8981,George Pastell,2,Mehemet Bey,18990,1998
18393,Michael Ripper,2,Poacher,18990,1952
5481,Dan Aykroyd,2,Himself,30168,1955
12676,John Candy,2,Himself,30168,1975
4396,Cheech Marin,2,Himself,30168,1974
25937,Tommy Chong,2,Himself,30168,1974
9161,Gilda Radner,1,Herself,30168,1985
10288,Hugh Marlowe,2,Dr. Russell A. Marvin,18158,1980
12408,Joan Taylor,1,Carol Marvin,18158,1953
6711,Donald Curtis,2,"Maj. Huglin, Liason Officer",18158,1990
25542,Thomas Browne Henry,0,Vice Adm. Enright,18158,1950
19026,Morris Ankrum,2,Brig. Gen. John Hanley,18158,1994
9426,Grandon Rhodes,0,Gen. Edmunds,18158,1960
12970,John Zaremba,2,Prof. Kanter,18158,1955
15233,Larry J. Blake,2,Motorcycle cop,18158,1981
12627,John Agar,2,Dr. Roger Bentley,41516,2004
5363,Cynthia Patrick,0,Adad,41516,1977
10274,Hugh Beaumont,2,Dr. Jud Bellamin,41516,1991
440,Alan Napier,2,"Elinu, the High Priest",41516,2000
19504,Nestor Paiva,2,Prof. Etienne Lafarge,41516,1971
21086,Phil Chambers,2,Dr. Paul Stuart,41516,1986
22574,Rodd Redwing,0,Nazar,41516,2004
22526,Robin Hughes,2,First Officer,41516,1956
8382,Frank Baxter,0,Himself,41516,1983
7042,Eddie Parker,0,Mole Person,41516,1952
15617,Lena Headey,1,Sylvia Weld,55912,1964
6833,Douglas Henshall,0,Victor Bukowski,55912,1963
20864,Penélope Cruz,1,Louise,55912,2005
4358,Charlotte Coleman,1,Alison Hayes,55912,1994
9596,Gustavo Salmerón,2,Rafael,55912,1986
17332,Mark Strong,2,Dave Summers,55912,1980
7358,Elizabeth McGovern,1,Diane,55912,1967
4035,Casey Affleck,2,Pete Kepler,41730,1952
14038,Kate Hudson,1,Skye Davidson,41730,1954
3352,Brendan Sexton III,2,Blue Baxter,41730,1993
4710,Christina Ricci,1,Ely Jackson,41730,1967
7866,Ethan Suplee,2,Cale,41730,1984
23358,Sara Gilbert,1,Sandy,41730,1986
21039,Peter Sarsgaard,2,Billy Baxter,41730,1992
12774,John Heard,2,Prof. Lance Davidson,41730,1952
10685,Isidra Vega,0,Haley Gordon,41730,1961
21869,Rene Rivera,2,Dr. Gordon,41730,2004
15494,Lee Holmes,2,Deputy Keeler,41730,1970
16342,Lucinda Jenney,1,Caroline Baxter,41730,1951
5668,Daniel von Bargen,2,Sheriff Jackson,41730,1963
18302,Michael Ironside,2,Agent Frank Bellows,41730,1987
2363,Aunjanue Ellis,1,Agent Summers,41730,1959
8533,Fred Schneider,0,KBLU Radio DJ (voice),41730,1998
15820,Liev Schreiber,2,Mickey Moonday (voice),41730,2002
4068,Cate Blanchett,1,Lady Gertrude Chiltern,24137,1995
18795,Minnie Driver,1,Miss Mabel Chiltern,24137,2002
22904,Rupert Everett,2,Lord Arthur Goring,24137,1975
13558,Julianne Moore,1,Mrs. Laura Cheveley,24137,1954
12008,Jeremy Northam,2,Sir Robert Chiltern,24137,1969
21056,Peter Vaughan,2,Phipps,24137,1960
12815,John Leguizamo,2,Vinny,10279,1986
249,Adrien Brody,2,Richie,10279,1965
18806,Mira Sorvino,1,Dionna,10279,1986
11898,Jennifer Esposito,1,Ruby,10279,2003
1904,Anthony LaPaglia,2,Detective Petrocelli,10279,2004
18395,Michael Rispoli,2,Joey,10279,1974
23496,Saverio Guerra,2,Woodstock,10279,1993
2643,Bebe Neuwirth,1,Gloria,10279,1984
20584,Patti LuPone,1,Helen,10279,1971
18674,Mike Starr,2,Eddie,10279,1974
22603,Roger Guenveur Smith,2,Detective Atwater,10279,1998
2695,Ben Gazzara,2,Luigi,10279,1997
2192,Arthur J. Nascarella,2,Mario,10279,1958
18301,Michael Imperioli,2,Midnite,10279,2000
12903,John Savage,2,Simon,10279,1994
18176,Michael Badalucco,2,David Berkowitz,10279,1996
24433,Spike Lee,2,John Jeffries,10279,1955
12947,John Turturro,2,Voice of Harvey the Dog,10279,1982
392,Al Palagonia,0,Anthony,10279,1997
26062,Tori Spelling,1,Katherine,1812,1972
4645,Christian Campbell,2,Gabriel,1812,1953
12874,John Paul Pitoc,2,Mark,1812,1956
3233,Brad Beyer,2,Rich,1812,1977
2720,Ben Stiller,2,Mr. Furious,9824,1964
8906,Geoffrey Rush,2,Casanova Frankenstein,9824,2003
4892,Claire Forlani,1,Monica,9824,1954
27177,William H. Macy,2,The Shoveler,9824,1971
9743,Hank Azaria,2,The Blue Raja,9824,1988
11378,Janeane Garofalo,1,The Bowler,9824,1999
14310,Kel Mitchell,2,The Invisible Boy,9824,1989
20710,Paul Reubens,2,Spleen,9824,1988
11847,Jenifer Lewis,1,Lucille,9824,1975
24453,Stacey Travis,1,Powerwoman,9824,1999
27062,Wes Studi,2,Sphinx,9824,1970
9464,Greg Kinnear,2,Captain Amazing / Lance,9824,1951
15621,Lena Olin,1,Dr. Anabel Leek,9824,1990
7033,Eddie Izzard,2,Tony P,9824,1967
2209,Artie Lange,2,Big Red,9824,2000
21349,Pras,0,Tony C,9824,1978
25914,Tom Waits,0,Doc Heller,9824,1981
16249,Louise Lasser,1,Violet,9824,1964
22163,Ricky Jay,2,Vic Weems,9824,1972
7812,Ernie Lee Banks,2,Ted,9824,1985
9085,Gerry Becker,2,Banyon,9824,1974
19434,Ned Bellamy,2,Funk,9824,1977
5202,Corbin Bleu,2,Butch,9824,1961
21110,Philip Bolden,2,Roland,9824,1993
7607,Emmy Laybourne,1,Reporter,9824,1987
18179,Michael Bay,2,Frat Boy,9824,1992
17316,Mark Polish,2,Blake Falls,33430,1974
18381,Michael Polish,2,Francis Falls,33430,1955
18520,Michele Hicks,0,Penny,33430,1999
13037,Jon Gries,2,,33430,1989
20507,Patrick Bauchau,0,,33430,1968
8743,Garrett Morris,2,,33430,2001
15708,Lesley Ann Warren,1,,33430,1965
11751,Jeanne Moreau,1,Catherine,1628,1995
20246,Oskar Werner,2,Jules,1628,1954
10032,Henri Serre,2,Jim,1628,1955
17057,Marie Dubois,1,Thérèse,1628,1967
23064,Sabine Haudepin,1,Sabine,1628,1959
26483,Vanna Urbino,1,Gilberte,1628,1974
23716,Serge Rezvani,0,Albert,1628,1995
1868,Anny Nelsen,0,Lucie,1628,2000
18511,Michel Subor,2,Récitant / Narrator (voix),1628,1990
6443,Diane Keaton,1,Lenny Magrath,48259,1959
12154,Jessica Lange,1,Meg Magrath,48259,1997
