movieID,title,Released,runtime,Popularity,keywords
13960,ATL,2006-03-31,105.0,2.582818,
41263,The Brotherhood of Justice,1986-05-18,97.0,0.843996,"high school, vigilante, gang, student, violence, tv movie"
9035,Slither,2006-03-31,95.0,10.375,"small town, mutant, meteor, meat, alien, violence, parasite, slug, bodily dismemberment, aftercreditsstinger, duringcreditsstinger, body horror"
9957,The Benchwarmers,2006-04-07,80.0,10.318021,"baseball, pizza, sport, paperboy, team, homerun, video store"
30139,Phat Girlz,2006-01-01,99.0,1.19271,woman director
9389,Renaissance,2006-03-16,105.0,9.746725,"paris, japanese, identity, underworld, monopoly, future, beauty, victim, dystopia, boss, police, president, animation, disappearance, cgi, black and white, theft, scientist, researcher, corporation"
460,Go for Zucker,2005-01-06,136.0,1.817069,"berlin, berlin wall, brother brother relationship, farewell, father son relationship, casino, loss of mother, parent child relationship, wife husband relationship, billard, culture clash, life planning, jewish life, daughter, marriage crisis, single, relationship, extramarital affair"
28752,The Curse of the Werewolf,1961-05-01,93.0,2.634682,"spain, rape, based on novel, full moon, remake, murder, mute, curse, wolfman, blood, werewolf, hammer horror, jail cell, silver bullet"
19059,Dead Fish,2005-10-11,94.0,7.106448,
8998,Friends with Money,2006-09-07,88.0,8.869162,"midlife crisis, marriage, money, divorce, fashion, woman director"
44947,The King Is Dancing,2000-12-06,115.0,1.792826,
13468,Keane,2004-09-03,90.0,1.936078,"schizophrenia, kidnapping, daughter, loss of daughter, search for witnesses, independent film, search, missing girl"
20521,Reefer Madness: The Movie Musical,2005-04-16,109.0,6.004782,
25428,I Love Your Work,2003-10-05,111.0,1.224042,
53296,Beauty and the Bastard,2005-10-21,102.0,0.814929,
79363,Dementia,1955-12-22,56.0,0.736475,"female killer, cult film, film noir"
34193,Magic,1978-11-08,107.0,3.944012,"magic, alter ego, ventriloquist, evil doll, high school sweetheart, ventriloquist dummy"
4441,Candy,2006-02-15,116.0,4.772204,"junkie, methadone programme, heroin, artist, cold turkey, mental breakdown, lovers, australia, drawing and painting, marriage"
84954,Secrets of a Soul,1926-03-24,97.0,0.198451,"trauma, dream interpretation, mental illness"
11490,The Child,2005-07-10,95.0,5.462645,"father son relationship, baby, drug dealer, pregnant minor, independent film"
11304,9/11,2002-03-10,128.0,1.48066,"terror, firemen, war on terror"
55368,"Lacombe, Lucien",1974-01-30,138.0,2.235918,"war crimes, french gestapo, maquis"
18276,Hoot,2006-05-05,91.0,6.429619,"owl, teenager, animal protection, based on young adult novel"
26514,Where the Red Fern Grows,1974-06-21,97.0,2.31862,
4257,Scary Movie 4,2006-04-13,83.0,13.096692,"haunted house, alien life-form, riesen-ipod"
2652,Hard Candy,2005-01-14,103.0,9.62025,"suicide, rape, age difference, photographer, ice, shower, menace, lie, pedophilia, manipulation, bedroom, sadism, electric shock, coffee shop, castration, insanity, vigilante, sociopath, deception, neighbor, teenage girl, crying, torture, sadist, pedophile, cruelty, older man younger woman relationship, one day, justice, drinking, rooftop, held captive, mental illness, threat, sexual torture, screaming, electrical torture, childhood sexual abuse, photo studio, verbal abuse"
19592,Dead Birds,2004-01-01,91.0,7.774208,"bank, deserter, alabama, plantation, haunted house, black magic, supernatural powers, supernatural, pistol, violence, demon, bank robbery, cornfield, ghost, american civil war"
1629,La Chinoise,1967-08-30,96.0,2.499754,"paris, roommate, discussion, politics, independent film, communism, may 68"
17111,Shutter,2004-09-09,97.0,7.933786,"suicide, photographer, nightmare, thailand, revenge, car accident, scream, polaroid, ghost, strobe light, secret lover, preserved corpse, carried on shoulders, lights out, asian horror, flashback, mental hospital"
9526,A Prairie Home Companion,2006-06-09,105.0,5.114498,"usa, country music, commercial, radio presenter, radio transmission, bühnenauftritt, backstage, singer"
19126,Even Money,2006-03-01,113.0,7.032075,independent film
80556,The Chess Players,1977-10-02,129.0,0.813813,"chess, bollywood, based on short story, colonial india, 19th century"
39045,Pinocchio and the Emperor of the Night,1987-08-06,83.0,0.743274,
27201,Corvette Summer,1978-06-02,105.0,5.695908,corvette stingray
5820,The Sentinel,2006-04-19,108.0,12.915358,"usa president, agent"
19661,Mirage,1965-10-29,108.0,7.259158,"amnesia, nuclear scientist"
41338,The President's Last Bang,2005-02-03,102.0,0.406829,
9904,The Wild,2006-03-06,94.0,7.904333,"new york, africa, lion, zoo, wild"
50724,My Brother's Wife,2005-11-04,89.0,3.346139,"sex scandal, profanity, pregnant, swimmer"
588,Silent Hill,2006-04-21,125.0,7.938457,"monster, mother role, burning of witches, fog, suffering, darkness, sadism, supernatural, revenge, surrealism, gore, survival, good vs evil, blood, another dimension, torture, creature, violence, demon, witch burning, based on video game, dismemberment, religious fanatic, ghost town, sleepwalking"
17247,Battle in Heaven,2005-05-15,96.0,2.329513,"sex, erotic movie, new mexican cinema"
9310,American Dreamz,2006-03-04,107.0,4.936369,"usa president, moderator, musical, music, castingshow, image campaign, sleeper agent"
48369,Hôtel du Nord,1938-12-19,95.0,1.195247,
18858,Irresistible,2006-04-18,103.0,4.094629,"sex, infidelity, secret, obsession, paranoia, seduction, stalker, fear, husband, woman director"
35545,Mata Hari,1931-12-26,89.0,1.41344,"spy, world war i"
1557,23,1998-07-02,99.0,8.271531,"spy, german democratic republic, cold war, cocaine, hacker, psychology, court case, kgb, hannover, computer, delusion, based on true story, conspiracy theory, hospital, best friend"
16367,Kinky Boots,2005-08-30,107.0,4.893525,"transvestism, gay, drag queen, factory, shoe seller, small town, cabaret, british, independent film, boots, unlikely friendship, drag"
17131,The Glass Key,1942-10-14,85.0,1.642878,film noir
8982,The Protector,2005-08-11,108.0,9.005167,"buddhism, elephant, sydney, australia, fighter, tempel, gang, animal"
956,Mission: Impossible III,2006-05-03,126.0,15.687983,"berlin, cia, vatican, white house, secret identity, secret, explosive, mobile phone, map, traitor, mask, honeymoon, shanghai, pretended murder, secret mission, letter, funeral, covered investigation, to shoot dead, secret agent, video, stamp, hard drive, e-mail, decipherment, suitcase, computer, revenge, murder, mission, hospital, duel, disguise, celebration, good and bad, research laboratory, blast"
36253,The Wayward Cloud,2005-05-19,114.0,1.606481,"porn actor, musical, taiwan, water shortage, unsimulated sex"
31506,Die Nibelungen: Siegfried,1924-02-13,140.0,1.827403,"treasure, mythology, folk hero, iceland, rhine, betrayal, knight, dragon, wedding, based on myths or folklore, ring, burgundy, dwarf"
42512,Die Nibelungen: Kriemhild's Revenge,1924-04-25,129.0,0.828949,"knight, tragedy, attila, huns, king, battle, based on myths or folklore, burgundy, pannonian plain, danube"
1416,The Coast Guard,2002-11-22,96.0,1.915235,"rape, sea, loss of lover, brother sister relationship, border, mistake, weapon, insanity, murder"
9530,RV,2006-04-28,99.0,11.511424,"father son relationship, workaholic, camping, colorado, rocky mountains, marriage, slapstick, car crash, family vacation, family holiday"
9829,United 93,2006-04-28,111.0,10.527141,"airplane, hijacking, terror cell, emergency landing, war on terror"
10115,Stick It,2006-04-21,105.0,7.255225,"gymnastics, trainer, puberty, training, sport, teenager, woman director"
560,Secret Beyond the Door,1948-01-01,99.0,2.842257,
5717,Man Push Cart,2005-09-01,87.0,3.472216,"new york, father son relationship, cat, skyscraper, night life, despair, nightclub, immigrant, coffee, donut, pop star, dying and death, night, shortage of money, pakistani, tape, alone, snack bar, loneliness, independent film, money, falling in love, city, renovation"
41292,The World,2005-03-18,143.0,0.80315,
14384,Soldier Blue,1970-08-12,112.0,3.391783,"based on novel, attack, massacre, private"
28432,Footlight Parade,1933-10-21,104.0,2.568773,"musical, producer"
19719,LolliLove,2004-11-21,64.0,1.677933,"homeless person, mercifulness, homelessness, dark comedy, independent film, woman director"
10008,An American Haunting,2005-05-05,83.0,5.026855,"witch, independent film, curse, suitor, family"
7870,Down in the Valley,2005-05-13,112.0,11.448612,"indian territory, beach, stetson, san fernando valley, strange person"
34019,The Hidden Blade,2004-10-30,132.0,1.033814,samurai
7518,Over the Hedge,2006-04-22,83.0,9.382953,"squirrel, eating and drinking, vororte, garden, grizzly bear, entrapment, suburbian idyll, garbage, forest, turtle, hiding in a garbage container, skunk, racoon, animal"
9786,Art School Confidential,2006-11-10,102.0,11.611468,"dormitory, art school, independent film, serial killer, teenage crush, student"
503,Poseidon,2006-05-12,99.0,6.581669,
591,The Da Vinci Code,2006-05-17,149.0,18.566706,"paris, holy grail, christianity, monk, based on novel, zurich, secret society, louvre, curator, symbologist, opus dei, heresy, mona lisa, freemason, conspiracy, pentagram, tomb, catholicism, cryptologist, iconography, albino, sect"
36668,X-Men: The Last Stand,2006-05-24,104.0,0.867943,"mutant, marvel comic, based on comic, superhuman, beast, cyclops, aftercreditsstinger"
9767,The Break-Up,2006-06-01,106.0,6.327193,"bowling, chicago, american football, flat, baseball, new love, tour guide, break-up, art gallery, argument, pool table, watching tv, ex-boyfriend ex-girlfriend relationship, dinner party, condominium"
13689,Peaceful Warrior,2006-03-30,120.0,10.398351,
18164,Twelve and Holding,2005-09-11,90.0,1.829593,"dying and death, independent film, twins"
15013,Wah-Wah,2005-08-17,120.0,1.528003,"adultery, brain tumor, south africa, alcoholism, divorce"
21014,Keeping Up with the Steins,2006-05-12,90.0,8.433369,"bar mitvah, party, independent film"
920,Cars,2006-06-08,117.0,18.907948,"car race, car journey, auto, route 66, wrecker, porsche, retirement, media, friendship, sport, rural setting, anthropomorphism, los angeles, road movie, aftercreditsstinger, duringcreditsstinger"
18484,Wassup Rockers,2005-09-12,111.0,1.489895,independent film
9700,The Lost City,2005-09-03,144.0,2.637004,"cuba, fidel castro, che guevara"
14167,Standing Still,2005-01-02,90.0,2.095106,independent film
12261,Carlito's Way: Rise to Power,2005-09-27,100.0,13.305564,"puerto rican, gangster boss"
59892,Conspirators of Pleasure,1996-10-17,83.0,1.274652,
15264,Tall in the Saddle,1944-09-29,87.0,9.444861,"poker, sheriff, saloon, ranch, inheritance, shot in the back, rancher, stagecoach, wild west, stagecoach driver"
20330,Beyond a Reasonable Doubt,1956-09-05,80.0,1.609677,"capital punishment, incriminate"
44126,Sinbad of the Seven Seas,1989-04-01,93.0,1.525287,"sinbad, wizard, arabian nights, warrior"
55418,The Earth Is a Sinful Song,1973-11-02,104.0,0.768542,
101908,Shanghai Dreams,2005-06-03,123.0,0.334025,
12766,Vera Cruz,1954-12-25,94.0,2.320058,"revolution, mercenary, count, gold bar"
15402,The Notorious Bettie Page,2005-09-14,91.0,3.678394,"fetishism, naive, schoolgirl, bdsm, individuality, woman director"
26116,The Mechanik,2005-11-02,94.0,2.895673,
32446,Parting Glances,1986-01-01,90.0,2.699266,"gay, new york, aids, hiv, independent film, lgbt, lgbt history"
80919,Game 6,2005-03-10,87.0,4.396455,sport
15366,American Gun,2005-01-01,95.0,5.16295,"independent film, on the road"
53905,Marilyn Hotchkiss' Ballroom Dancing & Charm School,2006-01-24,103.0,7.113961,musical
38344,On a Clear Day,2005-08-18,98.0,0.662855,"english channel, marriage, friendship, independent film, family relationships, swimmer, woman director"
806,The Omen,2006-06-06,110.0,5.670679,
20021,The King,2005-01-01,105.0,1.233312,"drama, independent film"
9353,Nacho Libre,2006-06-16,92.0,12.042646,"nun, sport, orphanage, ordensbruder, ringer, money"
2044,The Lake House,2006-06-16,99.0,12.589019,"chicago, writing, architect, future, time, architecture, mysterious letter, near future, first kiss, romantic drama, passage of time"
9339,Click,2006-06-22,107.0,9.796552,"regret, workaholic, heart attack, architect, dying and death, time travel, remote control, children, liposuction, hospital, wedding, dog, second chance, alternate reality, fatherhood, obese"
20945,The Seventh Victim,1943-08-21,71.0,2.411819,"paranoia, satanism, murder, betrayal, punishment, noose, dead man, val lewton, dying woman, satanic cult, missing woman, film noir, devil worshipers, being followed"
122271,Bleak Moments,1971-01-01,111.0,0.601614,
50254,Edvard Munch,1974-11-12,221.0,0.103347,biography
28249,The Ace of Hearts,1921-09-17,75.0,0.138424,silent film
350,The Devil Wears Prada,2006-06-30,109.0,13.102384,"paris, journalist, journalism, world of fasion, fashion journal, assistant, job entrant, job interview, editor-in-chief"
58,Pirates of the Caribbean: Dead Man's Chest,2006-06-20,151.0,29.455314,"witch, fortune teller, bondage, exotic island, monster, captain, card game, east india trading company, compass, ship, daughter, pirate, swashbuckler, aftercreditsstinger"
1819,"You, Me and Dupree",2006-07-14,108.0,8.570085,
2295,Clerks II,2006-05-25,97.0,8.466725,"independent film, aftercreditsstinger, duringcreditsstinger"
9697,Lady in the Water,2006-07-21,110.0,8.704554,"fortune teller, religion and supernatural, supernatural powers, mythical creature, hell, swimming pool, nixe, aftercreditsstinger"
4474,My Super Ex-Girlfriend,2006-06-20,95.0,12.819565,"new york, flying, ex-boyfriend, ex-girlfriend, disappointment, supernatural powers, shark"
43240,Tammy and the Bachelor,1957-06-14,89.0,0.922678,"bachelor, swamp, love"
30022,Lady on a Train,1945-08-17,94.0,2.36288,"comedy, witness to murder, musical number"
28673,Nightmare Castle,1965-06-16,104.0,0.917919,"sister sister relationship, greenhouse, gothic horror, gothic"
20556,Let It Be,1970-05-13,81.0,2.494236,
4962,"Farewell, Home Sweet Home",1999-12-01,118.0,0.63125,"prison, bistrot, wealth"
10007,See No Evil,2006-05-19,84.0,5.659608,"hotel, eye ball, murder, serial killer, youth, religious fanatic"
1887,Marie Antoinette,2006-05-24,123.0,8.852557,"shoe, voice over, rite, theatre audience, bride and groom, death of king, applause, woman director"
1841,Lady in the Lake,1947-01-23,105.0,4.558579,"detective, press, philip marlowe, film noir"
71762,Trial on the Road,1971-11-06,96.0,1.522605,
13508,Who Killed the Electric Car?,2006-08-04,92.0,8.570312,"energy supply, automobile industry, independent film"
1611,The Miracle of Bern,2003-10-15,118.0,12.485973,"budapest, hungary, bern, sport, soccer, soccer coach"
48693,The Mother and the Whore,1973-05-01,217.0,2.301664,"love triangle, french, conflict, cafe"
1781,An Inconvenient Truth,2006-01-24,100.0,6.684925,"climate change, greenhouse effect, climate, earth, global warming, politics, truth, crisis, nature, environment, science, audience"
43155,Test Pilot,1938-04-22,118.0,0.585649,test pilot
16270,Career Opportunities,1991-03-29,83.0,11.718412,"department store, night shift, liar, janitor, dream girl, target, roller skating"
8997,Hollow Man II,2006-05-23,91.0,6.269922,"underwear, on the run, handheld camera, crime scene, policewoman killing, undressing, violence, held at gunpoint, night vision, subjective camera, broken hand"
42003,Chuck Berry: Hail! Hail! Rock 'n' Roll,1987-01-01,120.0,0.471573,
63100,Psych-Out,1968-03-06,101.0,1.037835,hippie lifestyle
18404,National Lampoon's Cattle Call,2006-06-01,83.0,1.902012,
51571,Sister Kenny,1946-10-10,116.0,0.359871,"nurse, biography, medical"
16074,Mountain Patrol,2004-10-01,85.0,1.811939,"mountain, rabbit hunting"
10947,High School Musical,2006-01-20,98.0,10.187478,"becoming an adult, musical, music, high school, school performance, high school sports, jock, teenager, clique, theater, peer pressure, teenage romance"
71769,Ice Bound - A Woman's Survival at the South Pole,2003-05-20,120.0,0.345127,
34787,Drawing Restraint 9,2005-07-01,135.0,1.994926,
29138,Crossing the Bridge: The Sound of Istanbul,2005-05-27,90.0,1.172386,
17628,I Am a Sex Addict,2005-10-14,98.0,1.650461,"sex, eroticism, sex addiction, marriage, prostitution, illegal prostitution"
8443,Lower City,2005-05-16,98.0,1.93022,"slum, dancing, prostitute, sex, jealousy, brazil, fight, cocaine, nudity, knife, police, stripper, friends, thief, romance, pregnancy, rage, drug, disco, neo-noir, streets"
18553,Forever Mine,1999-12-09,115.0,5.147033,erotic movie
26567,The War Within,2005-09-30,93.0,1.005088,independent film
34186,The Ax,2005-03-02,122.0,4.171214,
17021,Adam & Steve,2006-03-31,99.0,0.859022,"gay, jew, one-night stand, independent film, gay relationship, laxative"
53231,Beyond the Rocks,1922-05-07,80.0,0.107236,silent film
22747,Bob the Butler,2005-03-10,90.0,1.836802,independent film
27320,Jack Frost 2: Revenge of the Mutant Killer Snowman,2000-01-01,91.0,1.440445,snowman
17741,Stoned,2005-11-18,102.0,7.441462,"rock star, musician, rolling stones, drug, death, 1960s, inspired by celebrity"
25563,Marked Woman,1937-04-10,96.0,1.771875,court case
146322,Running,1979-10-30,102.0,0.985056,sport
43147,Blessed Event,1932-09-10,80.0,0.090803,"confession, newspaper, attempted murder, singer, dictaphone"
7549,Fearless,2006-01-26,103.0,6.187094,"martial arts, kung fu, patriotism, blindness and impaired vision, sake, restaurant, shanghai, hope, tea, respect, exile, rice, beggar, friendship, sport, child"
151590,Susan Lenox (Her Fall and Rise),1931-10-10,76.0,0.506049,
41796,The Adjuster,1992-05-29,102.0,1.901063,"female nudity, sex, nudity, independent film, older man younger woman relationship, bisexual, censor"
9615,The Fast and the Furious: Tokyo Drift,2006-06-03,104.0,2.238808,"car race, car journey, car mechanic, auto, car garage, auto-tuning, drifting, car, automobile racing"
9513,Garfield: A Tail of Two Kitties,2006-06-15,78.0,7.217377,"london england, cat, mistake in person, luxury, wretch, nobility, garfield"
20604,Metal: A Headbanger's Journey,2005-09-14,91.0,1.905009,"heavy metal, music, music festival, anthropology, woman director"
410,Summer in Berlin,2005-09-09,105.0,1.11126,
31692,The Public Eye,1992-01-01,99.0,6.268871,
25509,The Bribe,1949-02-03,98.0,0.844059,"nightclub, classic noir, federal agent, bribe"
31998,Without Love,1945-01-01,111.0,1.02174,"washington d.c., scientist"
9917,Waist Deep,2006-06-23,97.0,4.212434,"ex-detainee, baby-snatching, drug lord, hoodlum"
10770,The Sheriff and the Satellite Kid,1979-08-10,88.0,3.812074,"extraterrestrial technology, male friendship, alien, best friend, police officer"
4375,Triple Cross,1966-12-09,140.0,10.188296,"double agent, secret agent"
8008,Mouth to Mouth,2005-06-02,101.0,1.586873,"junkie, methadone programme, straßenkids, independent film, drug, woman director, foreign, streets"
60269,Mad Dog Morgan,1976-07-09,102.0,2.212707,"prison, australia, outlaw, independent film, ozploitation"
51303,Spite Marriage,1929-03-24,76.0,0.942242,"marriage, silent film"
1452,Superman Returns,2006-06-28,154.0,13.284712,"saving the world, dc comics, invulnerability, sequel, superhero, based on comic, kryptonite, super powers, superhuman strength, lex luthor"
43654,Edward II,1991-09-03,90.0,4.556825,"based on play or musical, edward ii"
7872,The Road to Guantanamo,2006-03-09,95.0,1.514503,"cuba, guantánamo, independent film"
57406,Leonard Cohen: I'm Your Man,2006-09-11,98.0,0.322965,woman director
18191,Edmond,2005-08-31,82.0,3.858023,"new york, sex-shop, prostitute, sex, fortune teller, underworld, murder, prejudice, racism, violence, pawnshop, bipolar disorder"
14474,The Oh in Ohio,2006-03-30,88.0,7.502117,"sex, adultery, depression, infidelity, nightclub, nudity, orgasm, promise, bikini, guru, love, lesbian, lust, drug, therapy, pleasure"
773,Little Miss Sunshine,2006-07-26,102.0,5.320117,
16429,Brothers of the Head,2005-01-01,93.0,0.492083,independent film
19999,Forgiving Dr. Mengele,2006-02-24,82.0,0.090293,"holocaust, auschwitz, mengele"
126090,Fuse,2003-08-15,105.0,1.557965,
36576,Curse of the Pink Panther,1983-08-12,109.0,8.046375,"robbery, detective, sequel, jewel thief, pink panther"
33005,Mimic: Sentinel,2003-04-14,77.0,2.803406,"oxygen, fire, smoking, camera, photography, police, explosion, refrigerator, apartment, insect"
36762,Rock 'n' Roll Nightmare,1987-01-02,83.0,0.186921,"heavy metal, supernatural, satan, independent film"
19676,These Girls,2005-09-10,92.0,1.042863,independent film
10308,Why Does Herr R. Run Amok?,1970-06-27,84.0,0.620251,"attempted murder, unexpected happiness, married couple, work, success, uxoricide, marriage problems, colleague"
34380,Instrument: Ten Years with the Band Fugazi,1999-03-22,115.0,0.489398,"rock star, independence, musical, punk, to make music, rock, music, concert, independent film, punk rock, music band, punk band"
19972,The 300 Spartans,1962-08-01,114.0,6.734287,"greece, soldier, ancient greece, s.a.t."
21631,The Fallen Idol,1948-09-30,95.0,1.982942,"butler, suspicion, witness, embassy, boy"
35955,Desperate,1947-05-09,73.0,0.826279,"marriage, on the run, gangster, police hunt, film noir"
41214,Knock on Any Door,1949-01-01,100.0,1.19379,
1164,Babel,2006-09-08,143.0,12.60853,"terror, loss of mother, gun, morocco, deaf-mute, san diego, ecstasy, illegal immigration, first time, nanny, daughter, bullet wound, ensemble cast"
71282,China Seas,1935-08-16,87.0,5.272138,"captain, ship, pirate, secret cargo"
72881,I Walk the Line,1970-11-18,97.0,0.775854,"based on novel, small town, forbidden love, love, decadence, southern, distillery, zealous, nubile woman, prevarication, spoilt marriage, existential drama"
9520,The Thief Lord,2006-01-04,98.0,2.919269,"venice, detective, secret, island, children gang, private detective"
42839,The Girl Can't Help It,1956-12-01,99.0,2.364634,blonde
32740,Krrish,2006-06-23,154.0,4.431245,
13141,Strangers with Candy,2006-07-28,97.0,3.786971,independent film
31915,Prophecy,1979-01-01,102.0,3.579175,"monster, mutant, toxic, native american, environmental, animal horror"
45817,The Kremlin Letter,1970-02-01,120.0,0.906391,
43838,Young Mr. Lincoln,1939-06-09,100.0,2.062713,"springfield illinois, 19th century, abraham lincoln"
31463,Subject Two,2006-01-20,93.0,1.039179,
39083,Blackjack,1998-06-11,108.0,1.685334,
11554,Three Times,2005-05-20,136.0,1.104479,"billard, brothel, independent film, motorcycle, illegal prostitution, silent film"
25305,The Gumball Rally,1976-07-28,105.0,6.627829,"car race, sport"
35199,Wordplay,2006-06-26,94.0,0.750184,"competition, documentary, contest, crossword puzzle"
15383,Army of Shadows,1969-09-10,145.0,7.872569,"paris, concentration camp, world war ii, german, czech, nazis, french resistance, german occupation"
47850,Orchestra Rehearsal,1978-10-01,70.0,1.277491,musical
9072,Little Man,2006-08-31,98.0,7.067602,"baby, adoption, married couple, small person, criminal"
43903,Dames,1934-09-01,91.0,0.26615,"musical, broadway"
43600,Dancing Lady,1933-11-24,92.0,6.232671,"dancer, marriage proposal, musical, great depression, theatre director, revue, jail, bail, pre-code, burlesque, opening night, police raid, broadway show, uptown, night court, the three stooges, financial backer"
73907,The Purple Plain,1954-11-25,100.0,0.916951,
27716,Coonskin,1975-08-20,100.0,2.674903,"female nudity, black people, sexuality, bunny, black activist, racism, adult animation"
54111,Whispering Corridors 2: Memento Mori,1999-12-24,98.0,1.822103,"suicide, homophobia, telepathy, diary, friendship, high school, bullying, love, paranormal, korea, lesbian, ghost"
9727,End Game,2006-03-22,93.0,2.534678,"assassination, cia, helicopter, journalist, usa president, trailer park, sniper, bodyguard, investigation, police, cover-up, conspiracy, shootout, first lady, explosion, violence, cell phone, car chase, alcoholic, secret service, videotape, flashback, underwater fight"
14120,End of the Spear,2005-12-02,108.0,0.881335,drama
76344,Two for the Seesaw,1962-11-24,119.0,1.345865,greenwich village
42636,The Detective,1968-05-28,114.0,0.782194,"police detective, gay man, gritty"
9297,Monster House,2006-07-21,91.0,15.402378,"monster, secret, toy, children, neighbor, mission, child"
26826,Wrong Side Up,2005-02-17,100.0,0.176722,
81312,Just Love Me,2006-01-20,98.0,0.579309,
5070,How Much Do You Love Me?,2005-10-26,95.0,6.599255,"prostitute, illegal prostitution, sadomasoquismo"
13802,Colour Me Kubrick,2005-01-01,86.0,2.555216,
43778,Death of a Bureaucrat,1966-07-24,85.0,0.392533,"bureaucracy, cuba, grave, nightmare, funeral, satire, social satire, death, graveyard, booklet"
326,Snakes on a Plane,2006-08-06,105.0,7.418574,"snake, airplane, suspense, fbi agent, death, animal attack, first class, duringcreditsstinger, snake attack, witness to a crime"
512,Scoop,2006-07-27,96.0,8.16339,"upper class, prostitute, journalist, drowning, newspaper, magic, tarot cards, magic show, lordship, suspicion of murder, headline, funeral, investigation, daughter, music instrument, afterlife, swimming pool, murder, wealth, american, united kingdom"
9718,Talladega Nights: The Ballad of Ricky Bobby,2006-08-04,116.0,6.936688,"north carolina, prayer, family dinner, motorcycle, advertising, divorce, automobile racing, nascar, dog trainer, car movie, sport competition, psychosomatic illness, french stereotype, aftercreditsstinger, duringcreditsstinger"
1593,Night at the Museum,2006-10-20,108.0,16.661966,
1852,World Trade Center,2006-08-09,128.0,13.332102,"terror, runaway, alarm clock, hero, firemen, fire engine, war on terror, rescue, marine, hospital, trapped, rubble, rescue team"
1262,Stranger Than Fiction,2006-09-09,113.0,10.798092,"professor, literature, love, romantic comedy, author, fate, death, dying, novelist, publisher, what if"
43610,The Valley of Decision,1945-06-01,119.0,0.230534,
126781,The Last Angry Man,1959-10-22,100.0,0.099822,"newspaper, tv show, doctor, brooklyn new york city, good samaritan"
47758,The Good Fairy,1935-02-18,98.0,0.842381,"based on play or musical, usherette"
13338,Sione's Wedding,2006-03-29,97.0,0.658538,
82,Miami Vice,2006-07-27,134.0,11.72545,
14963,The Groomsmen,2006-06-09,98.0,3.098757,independent film
9921,Shadowboxer,2005-09-09,93.0,3.146891,"hitman, mission of murder, step mother, labor pain"
36342,Each Dawn I Die,1939-08-19,92.0,2.037482,"gangster, sing sing"
51043,Loch Ness,1996-08-23,101.0,2.610615,
24164,"Good Morning, Night",2003-01-01,106.0,1.611098,
1986,Live and Become,2005-03-30,140.0,2.749427,
31152,On Dangerous Ground,1951-12-17,82.0,1.830056,"bad cop, redemption, blindness, woman director, film noir"
1402,The Pursuit of Happyness,2006-12-14,117.0,20.981716,"san francisco, single parent, homeless person, bus, worker, homelessness, work, church service, bad luck, biography, salesman, stockbroker"
2805,Tears of the Black Tiger,2000-10-05,110.0,1.078123,"thailand, class society, teenage crush, university"
9293,John Tucker Must Die,2006-07-27,87.0,7.810301,"high school, basketball, revenge, falling in love, teenage boy, woman director, school life, cheater"
9906,The Ant Bully,2006-07-27,88.0,7.000272,"ant, child hero, shrinking, ant-hill, children"
84956,Warning Shadows,1923-10-16,90.0,0.590881,
35075,Leaves from Satan's Book,1920-01-24,121.0,0.385286,
55587,Michael,1924-01-01,93.0,0.615521,
43597,Lady Killer,1933-12-09,76.0,0.513768,"gambling, train station, show business, blackmail, police, gunfight, train, gangster, dog, irish american, usher, yodeler"
47880,Mrs Palfrey at The Claremont,2005-11-25,108.0,2.6982,"poetry, friendship, memory"
31032,The Death of Mr. Lazarescu,2005-05-17,150.0,3.360684,"alcohol, ambulance, melancholy, dark comedy, hospital, undressing, paramedic, romanian new wave"
51857,Cría Cuervos,1975-01-26,110.0,4.881051,"madrid, sister sister relationship, strange world of adults"
42479,Ciao! Manhattan,1973-04-19,84.0,0.065306,"monitor, hitchhiking, electroconvulsive therapy"
145899,"Gas, Inspector Palmu!",1961-08-30,94.0,0.41551,
43542,The Rainmaker,1956-12-13,121.0,1.469077,
1948,Crank,2006-08-31,88.0,12.627593,"poison, helicopter, assassin, nudity, hitman, adrenalin, fistfight, swimming pool, revenge, shootout, motorcycle, drug, cell phone, car chase, though guy, pharmacy, defibrillation, hospital gown, emergency room, aftercreditsstinger, sweatshop, run, epinephrine"
148,The Secret Life of Words,2005-12-15,112.0,12.775583,"nurse, yugoslavia, factory worker, dubrovnik, depression, loss of lover, war crimes, factory, dying and death, torture, oil platform, woman director, hearing impaired"
9951,The Dudesons Movie,2006-03-31,76.0,1.26363,"polar zone, stuntman, best friend, finland"
77221,Black Gold,2011-12-21,130.0,6.652197,
77250,The Hurricane,1937-11-05,110.0,0.329549,south seas
52452,Johnny Was,2006-09-19,93.0,0.647692,independent film
31979,Played,2006-01-01,87.0,0.951017,"prison, sentence, murder, criminal, criminal underground"
5289,Chaos,2005-01-17,106.0,9.51795,"chaos theory, bank robbery"
9782,The Night Listener,2006-02-12,91.0,11.478867,"radio station, radio presenter, radio transmission, independent film"
9907,Barnyard,2006-08-04,90.0,6.984949,"peasant, farm, cow, cojote, family"
42501,Murmur of the Heart,1971-04-27,118.0,3.981996,"jazz, incest, boy scout, resort sex"
27203,They Won't Believe Me,1947-07-16,95.0,1.686848,"classic noir, wife murder"
63618,The Left Hand of God,1955-09-02,87.0,1.347798,"china, priest"
35921,Compulsion,1959-04-01,103.0,1.240376,"child murderer, courtroom"
